GeneID	Symbol	Description	#GO-Terms Associated	Percent GO-Terms Associated	UID-str	GO Names
LOCMI16600	LOCMI16600	RecName: Full=Cuticle protein 19; AltName: Full=LM-ACP 19; Short=LM-19 gb|AAB34514.1| Lm-ACP19=wing cuticle protein	1	0.142857142857	LOCMI16600	structural molecule activity
LOCMI16598	LOCMI16598	cuticle protein	1	0.142857142857	LOCMI16598	structural molecule activity
LOCMI15871	LOCMI15871	B4N5X2_DROWI GK17957	1	0.142857142857	LOCMI15871	carbohydrate metabolic process
LOCMI15346	LOCMI15346	TPA: putative cuticle protein	1	0.142857142857	LOCMI15346	structural molecule activity
LOCMI15345	LOCMI15345	Q16XV3_AEDAE Cuticle protein, putative	1	0.142857142857	LOCMI15345	structural molecule activity
LOCMI13304	LOCMI13304	PREDICTED: glucose dehydrogenase	1	0.142857142857	LOCMI13304	oxidoreductase activity
LOCMI12795	LOCMI12795	B4NMT3_DROWI GK23202	1	0.142857142857	LOCMI12795	carbohydrate metabolic process
LOCMI12218	LOCMI12218	GJ14495	1	0.142857142857	LOCMI12218	carbohydrate metabolic process
LOCMI12142	LOCMI12142	Larval cuticle protein A3A	1	0.142857142857	LOCMI12142	structural molecule activity
LOCMI11714	LOCMI11714	B0W0L0_CULQU Putative uncharacterized protein	1	0.142857142857	LOCMI11714	carbohydrate metabolic process
LOCMI11351	LOCMI11351	C0H6I4_BOMMO Putative cuticle protein	1	0.142857142857	LOCMI11351	structural molecule activity
LOCMI10699	LOCMI10699	Sialidase	1	0.142857142857	LOCMI10699	carbohydrate metabolic process
LOCMI10214	LOCMI10214	B4MG23_DROVI GJ15459	1	0.142857142857	LOCMI10214	carbohydrate metabolic process
LOCMI09826	LOCMI09826	4-hydroxyphenylpyruvate dioxygenase	1	0.142857142857	LOCMI09826	oxidoreductase activity
LOCMI09610	LOCMI09610	B0WYC8_CULQU Putative uncharacterized protein	1	0.142857142857	LOCMI09610	carbohydrate metabolic process
LOCMI08521	LOCMI08521	alpha-amylase	1	0.142857142857	LOCMI08521	carbohydrate metabolic process
LOCMI08289	LOCMI08289	PREDICTED: collagen alpha-1(IV) chain-like isoform 1	1	0.142857142857	LOCMI08289	structural molecule activity
LOCMI08032	LOCMI08032	B7P850_IXOSC Putative uncharacterized protein	1	0.142857142857	LOCMI08032	carbohydrate metabolic process
LOCMI07701	LOCMI07701	TPA: putative cuticle protein	1	0.142857142857	LOCMI07701	structural molecule activity
LOCMI07191	LOCMI07191	C0H6M4_BOMMO Putative cuticle protein	1	0.142857142857	LOCMI07191	structural molecule activity
LOCMI07059	LOCMI07059	AGAP001668-PA	1	0.142857142857	LOCMI07059	structural molecule activity
LOCMI06426	LOCMI06426	Iodotyrosine dehalogenase 1 precursor, putative	1	0.142857142857	LOCMI06426	oxidoreductase activity
LOCMI06162	LOCMI06162	Q8T4R3_AEDAE Putative mucin-like protein	1	0.142857142857	LOCMI06162	carbohydrate metabolic process
LOCMI05479	LOCMI05479	cuticular protein CPR67A	1	0.142857142857	LOCMI05479	structural molecule activity
LOCMI04506	LOCMI04506	B2DBK0_9NEOP Cuticular protein CPR97	1	0.142857142857	LOCMI04506	structural molecule activity
LOCMI04505	LOCMI04505	cuticular protein RR-2 family member 45 precursor	1	0.142857142857	LOCMI04505	structural molecule activity
LOCMI04338	LOCMI04338	alpha-amylase	1	0.142857142857	LOCMI04338	carbohydrate metabolic process
LOCMI04280	LOCMI04280	AGAP011937-PA	1	0.142857142857	LOCMI04280	carbohydrate metabolic process
LOCMI03766	LOCMI03766	alpha-amylase	1	0.142857142857	LOCMI03766	carbohydrate metabolic process
LOCMI03116	LOCMI03116	AGAP011936-PA	1	0.142857142857	LOCMI03116	carbohydrate metabolic process
LOCMI03066	LOCMI03066	B0WKF5_CULQU Putative uncharacterized protein	1	0.142857142857	LOCMI03066	carbohydrate metabolic process
LOCMI02963	LOCMI02963	structural constituent of cuticle, putative	1	0.142857142857	LOCMI02963	structural molecule activity
LOCMI02816	LOCMI02816	Q7Q693_ANOGA Cuticular protein 17, RR-2 family (AGAP005966-PA)	1	0.142857142857	LOCMI02816	structural molecule activity
LOCMI02529	LOCMI02529	alpha-amylase	1	0.142857142857	LOCMI02529	carbohydrate metabolic process
LOCMI02000	LOCMI02000	C4WU25_ACYPI ACYPI45536 protein	1	0.142857142857	LOCMI02000	carbohydrate metabolic process
LOCMI00075	LOCMI00075	glucose dehydrogenase	1	0.142857142857	LOCMI00075	oxidoreductase activity
