GeneID	Ensembl	Pathway
LOCMI13482	En	C2 calcium-dependent membrane targeting:IPR000008
LOCMI14010	En	C2 calcium-dependent membrane targeting:IPR000008
LOCMI14730	En	C2 calcium-dependent membrane targeting:IPR000008
LOCMI15213	En	C2 calcium-dependent membrane targeting:IPR000008
LOCMI15411	En	C2 calcium-dependent membrane targeting:IPR000008
LOCMI15747	En	C2 calcium-dependent membrane targeting:IPR000008
LOCMI16305	En	C2 calcium-dependent membrane targeting:IPR000008
LOCMI16386	En	C2 calcium-dependent membrane targeting:IPR000008
LOCMI16511	En	C2 calcium-dependent membrane targeting:IPR000008
LOCMI16523	En	C2 calcium-dependent membrane targeting:IPR000008
LOCMI17110	En	C2 calcium-dependent membrane targeting:IPR000008
LOCMI17160	En	C2 calcium-dependent membrane targeting:IPR000008
LOCMI17243	En	C2 calcium-dependent membrane targeting:IPR000008
LOCMI07527	En	Protein phosphatase 2A, regulatory subunit PR55:IPR000009
LOCMI16845	En	Protein phosphatase 2A, regulatory subunit PR55:IPR000009
LOCMI01123	En	Proteinase inhibitor I25, cystatin:IPR000010
LOCMI02962	En	Proteinase inhibitor I25, cystatin:IPR000010
LOCMI04793	En	Proteinase inhibitor I25, cystatin:IPR000010
LOCMI03664	En	Ubiquitin/SUMO-activating enzyme E1:IPR000011
LOCMI14755	En	Ubiquitin/SUMO-activating enzyme E1:IPR000011
LOCMI03408	En	PAS:IPR000014
LOCMI04143	En	PAS:IPR000014
LOCMI11095	En	PAS:IPR000014
LOCMI12481	En	PAS:IPR000014
LOCMI14638	En	PAS:IPR000014
LOCMI15158	En	PAS:IPR000014
LOCMI16510	En	PAS:IPR000014
LOCMI16547	En	PAS:IPR000014
LOCMI16843	En	PAS:IPR000014
LOCMI17155	En	PAS:IPR000014
LOCMI17221	En	PAS:IPR000014
LOCMI15368	En	Carboxyl transferase:IPR000022
LOCMI15764	En	Carboxyl transferase:IPR000022
LOCMI15802	En	Phosphofructokinase domain:IPR000023
LOCMI15842	En	Phosphofructokinase domain:IPR000023
LOCMI14720	En	Phosphoribosylaminoimidazole carboxylase, core:IPR000031
LOCMI02593	En	LDLR class B repeat:IPR000033
LOCMI06862	En	LDLR class B repeat:IPR000033
LOCMI08483	En	LDLR class B repeat:IPR000033
LOCMI09627	En	LDLR class B repeat:IPR000033
LOCMI12547	En	LDLR class B repeat:IPR000033
LOCMI13108	En	LDLR class B repeat:IPR000033
LOCMI14454	En	LDLR class B repeat:IPR000033
LOCMI14513	En	LDLR class B repeat:IPR000033
LOCMI14693	En	LDLR class B repeat:IPR000033
LOCMI15270	En	LDLR class B repeat:IPR000033
LOCMI16603	En	LDLR class B repeat:IPR000033
LOCMI17231	En	LDLR class B repeat:IPR000033
LOCMI17469	En	LDLR class B repeat:IPR000033
LOCMI02664	En	Laminin B type IV:IPR000034
LOCMI07377	En	Laminin B type IV:IPR000034
LOCMI12711	En	Laminin B type IV:IPR000034
LOCMI13082	En	Laminin B type IV:IPR000034
LOCMI15327	En	Laminin B type IV:IPR000034
LOCMI03236	En	Cell division/GTP binding protein:IPR000038
LOCMI05282	En	Cell division/GTP binding protein:IPR000038
LOCMI05432	En	Cell division/GTP binding protein:IPR000038
LOCMI15220	En	Cell division/GTP binding protein:IPR000038
LOCMI13492	En	Ribosomal protein L18e:IPR000039
LOCMI07198	En	Acute myeloid leukemia 1 protein (AML 1)/Runt:IPR000040
LOCMI07270	En	Adenosylhomocysteinase:IPR000043
LOCMI10278	En	Adenosylhomocysteinase:IPR000043
LOCMI05426	En	Helix-turn-helix motif, lambda-like repressor:IPR000047
LOCMI11158	En	Helix-turn-helix motif, lambda-like repressor:IPR000047
LOCMI12857	En	Helix-turn-helix motif, lambda-like repressor:IPR000047
LOCMI00107	En	IQ motif, EF-hand binding site:IPR000048
LOCMI00698	En	IQ motif, EF-hand binding site:IPR000048
LOCMI01778	En	IQ motif, EF-hand binding site:IPR000048
LOCMI02319	En	IQ motif, EF-hand binding site:IPR000048
LOCMI02763	En	IQ motif, EF-hand binding site:IPR000048
LOCMI04516	En	IQ motif, EF-hand binding site:IPR000048
LOCMI05544	En	IQ motif, EF-hand binding site:IPR000048
LOCMI06315	En	IQ motif, EF-hand binding site:IPR000048
LOCMI06413	En	IQ motif, EF-hand binding site:IPR000048
LOCMI06414	En	IQ motif, EF-hand binding site:IPR000048
LOCMI06503	En	IQ motif, EF-hand binding site:IPR000048
LOCMI06652	En	IQ motif, EF-hand binding site:IPR000048
LOCMI06917	En	IQ motif, EF-hand binding site:IPR000048
LOCMI07139	En	IQ motif, EF-hand binding site:IPR000048
LOCMI07655	En	IQ motif, EF-hand binding site:IPR000048
LOCMI07758	En	IQ motif, EF-hand binding site:IPR000048
LOCMI09179	En	IQ motif, EF-hand binding site:IPR000048
LOCMI10113	En	IQ motif, EF-hand binding site:IPR000048
LOCMI10584	En	IQ motif, EF-hand binding site:IPR000048
LOCMI14386	En	IQ motif, EF-hand binding site:IPR000048
LOCMI14387	En	IQ motif, EF-hand binding site:IPR000048
LOCMI15393	En	IQ motif, EF-hand binding site:IPR000048
LOCMI17263	En	IQ motif, EF-hand binding site:IPR000048
LOCMI17306	En	IQ motif, EF-hand binding site:IPR000048
LOCMI08740	En	Pyrimidine-nucleoside phosphorylase:IPR000053
LOCMI10621	En	Ribosomal protein L31e:IPR000054
LOCMI15903	En	Ribulose-phosphate 3-epimerase:IPR000056
LOCMI02399	En	Zinc finger, AN1-type:IPR000058
LOCMI03189	En	Zinc finger, AN1-type:IPR000058
LOCMI05649	En	Zinc finger, AN1-type:IPR000058
LOCMI08689	En	Zinc finger, AN1-type:IPR000058
LOCMI08727	En	Zinc finger, AN1-type:IPR000058
LOCMI11185	En	Zinc finger, AN1-type:IPR000058
LOCMI14437	En	Zinc finger, AN1-type:IPR000058
LOCMI10746	En	SWAP/Surp:IPR000061
LOCMI16548	En	SWAP/Surp:IPR000061
LOCMI17068	En	SWAP/Surp:IPR000061
LOCMI17078	En	SWAP/Surp:IPR000061
LOCMI00357	En	Alpha/beta hydrolase fold-1:IPR000073
LOCMI01166	En	Alpha/beta hydrolase fold-1:IPR000073
LOCMI04730	En	Alpha/beta hydrolase fold-1:IPR000073
LOCMI04803	En	Alpha/beta hydrolase fold-1:IPR000073
LOCMI04844	En	Alpha/beta hydrolase fold-1:IPR000073
LOCMI04987	En	Alpha/beta hydrolase fold-1:IPR000073
LOCMI05970	En	Alpha/beta hydrolase fold-1:IPR000073
LOCMI06338	En	Alpha/beta hydrolase fold-1:IPR000073
LOCMI07022	En	Alpha/beta hydrolase fold-1:IPR000073
LOCMI08999	En	Alpha/beta hydrolase fold-1:IPR000073
LOCMI09744	En	Alpha/beta hydrolase fold-1:IPR000073
LOCMI10702	En	Alpha/beta hydrolase fold-1:IPR000073
LOCMI11097	En	Alpha/beta hydrolase fold-1:IPR000073
LOCMI11098	En	Alpha/beta hydrolase fold-1:IPR000073
LOCMI11811	En	Alpha/beta hydrolase fold-1:IPR000073
LOCMI11812	En	Alpha/beta hydrolase fold-1:IPR000073
LOCMI11814	En	Alpha/beta hydrolase fold-1:IPR000073
LOCMI11816	En	Alpha/beta hydrolase fold-1:IPR000073
LOCMI11818	En	Alpha/beta hydrolase fold-1:IPR000073
LOCMI11915	En	Alpha/beta hydrolase fold-1:IPR000073
LOCMI12351	En	Alpha/beta hydrolase fold-1:IPR000073
LOCMI12392	En	Alpha/beta hydrolase fold-1:IPR000073
LOCMI12554	En	Alpha/beta hydrolase fold-1:IPR000073
LOCMI13506	En	Alpha/beta hydrolase fold-1:IPR000073
LOCMI14511	En	Alpha/beta hydrolase fold-1:IPR000073
LOCMI15128	En	Alpha/beta hydrolase fold-1:IPR000073
LOCMI16691	En	Alpha/beta hydrolase fold-1:IPR000073
LOCMI17120	En	Alpha/beta hydrolase fold-1:IPR000073
LOCMI17136	En	Alpha/beta hydrolase fold-1:IPR000073
LOCMI09292	En	K-Cl co-transporter:IPR000076
LOCMI01839	En	SEA:IPR000082
LOCMI03037	En	SEA:IPR000082
LOCMI05898	En	SEA:IPR000082
LOCMI06217	En	SEA:IPR000082
LOCMI06925	En	SEA:IPR000082
LOCMI13363	En	SEA:IPR000082
LOCMI00422	En	NUDIX hydrolase domain:IPR000086
LOCMI01178	En	NUDIX hydrolase domain:IPR000086
LOCMI03741	En	NUDIX hydrolase domain:IPR000086
LOCMI04482	En	NUDIX hydrolase domain:IPR000086
LOCMI06366	En	NUDIX hydrolase domain:IPR000086
LOCMI06765	En	NUDIX hydrolase domain:IPR000086
LOCMI08081	En	NUDIX hydrolase domain:IPR000086
LOCMI08702	En	NUDIX hydrolase domain:IPR000086
LOCMI10578	En	NUDIX hydrolase domain:IPR000086
LOCMI12668	En	NUDIX hydrolase domain:IPR000086
LOCMI13738	En	NUDIX hydrolase domain:IPR000086
LOCMI14073	En	NUDIX hydrolase domain:IPR000086
LOCMI14098	En	NUDIX hydrolase domain:IPR000086
LOCMI14615	En	NUDIX hydrolase domain:IPR000086
LOCMI16436	En	NUDIX hydrolase domain:IPR000086
LOCMI06553	En	Biotin/lipoyl attachment:IPR000089
LOCMI09995	En	Biotin/lipoyl attachment:IPR000089
LOCMI12631	En	Biotin/lipoyl attachment:IPR000089
LOCMI15764	En	Biotin/lipoyl attachment:IPR000089
LOCMI15927	En	Biotin/lipoyl attachment:IPR000089
LOCMI15947	En	Biotin/lipoyl attachment:IPR000089
LOCMI16081	En	Biotin/lipoyl attachment:IPR000089
LOCMI12563	En	Huntingtin:IPR000091
LOCMI01164	En	Polyprenyl synthetase:IPR000092
LOCMI01165	En	Polyprenyl synthetase:IPR000092
LOCMI01572	En	Polyprenyl synthetase:IPR000092
LOCMI04136	En	Polyprenyl synthetase:IPR000092
LOCMI07451	En	Polyprenyl synthetase:IPR000092
LOCMI15077	En	Polyprenyl synthetase:IPR000092
LOCMI15132	En	Polyprenyl synthetase:IPR000092
LOCMI16337	En	Polyprenyl synthetase:IPR000092
LOCMI03216	En	PAK-box/P21-Rho-binding:IPR000095
LOCMI03450	En	PAK-box/P21-Rho-binding:IPR000095
LOCMI04294	En	PAK-box/P21-Rho-binding:IPR000095
LOCMI08224	En	PAK-box/P21-Rho-binding:IPR000095
LOCMI13852	En	PAK-box/P21-Rho-binding:IPR000095
LOCMI16710	En	PAK-box/P21-Rho-binding:IPR000095
LOCMI17192	En	PAK-box/P21-Rho-binding:IPR000095
LOCMI17247	En	PAK-box/P21-Rho-binding:IPR000095
LOCMI06735	En	AP endonuclease, family 1:IPR000097
LOCMI04126	En	Gamma-glutamyltranspeptidase:IPR000101
LOCMI06647	En	Gamma-glutamyltranspeptidase:IPR000101
LOCMI10926	En	Gamma-glutamyltranspeptidase:IPR000101
LOCMI15774	En	Gamma-glutamyltranspeptidase:IPR000101
LOCMI16080	En	Gamma-glutamyltranspeptidase:IPR000101
LOCMI03349	En	Pyridine nucleotide-disulphide oxidoreductase, class-II:IPR000103
LOCMI02841	En	Neutrophil cytosol factor 2 p67phox:IPR000108
LOCMI05863	En	Neutrophil cytosol factor 2 p67phox:IPR000108
LOCMI06057	En	Neutrophil cytosol factor 2 p67phox:IPR000108
LOCMI09823	En	Neutrophil cytosol factor 2 p67phox:IPR000108
LOCMI11526	En	Neutrophil cytosol factor 2 p67phox:IPR000108
LOCMI12922	En	Neutrophil cytosol factor 2 p67phox:IPR000108
LOCMI15755	En	Neutrophil cytosol factor 2 p67phox:IPR000108
LOCMI07839	En	Oligopeptide transporter:IPR000109
LOCMI09167	En	Oligopeptide transporter:IPR000109
LOCMI09313	En	Oligopeptide transporter:IPR000109
LOCMI11632	En	Glycoside hydrolase, clan GH-D:IPR000111
LOCMI16027	En	Glycoside hydrolase, clan GH-D:IPR000111
LOCMI16968	En	Mealworm beetle B protein:IPR000113
LOCMI08723	En	Ribosomal protein L16:IPR000114
LOCMI11424	En	Phosphoribosylglycinamide synthetase:IPR000115
LOCMI09474	En	High mobility group, HMG-I/HMG-Y:IPR000116
LOCMI02098	En	Amidase:IPR000120
LOCMI03183	En	Amidase:IPR000120
LOCMI08009	En	Amidase:IPR000120
LOCMI08906	En	Amidase:IPR000120
LOCMI10944	En	Amidase:IPR000120
LOCMI11140	En	Amidase:IPR000120
LOCMI13540	En	Amidase:IPR000120
LOCMI00543	En	Ubiquitin-activating enzyme repeat:IPR000127
LOCMI02372	En	Ubiquitin-activating enzyme repeat:IPR000127
LOCMI03664	En	Ubiquitin-activating enzyme repeat:IPR000127
LOCMI04073	En	Ubiquitin-activating enzyme repeat:IPR000127
LOCMI14755	En	Ubiquitin-activating enzyme repeat:IPR000127
LOCMI16065	En	ATPase, F1 complex, gamma subunit:IPR000131
LOCMI07888	En	ER lumen protein retaining receptor:IPR000133
LOCMI00186	En	High mobility group, HMG1/HMG2, subgroup:IPR000135
LOCMI06203	En	High mobility group, HMG1/HMG2, subgroup:IPR000135
LOCMI15978	En	Fructose-1,6-bisphosphatase class 1/Sedoheputulose-1,7-bisphosphatase:IPR000146
LOCMI02993	En	Ran binding protein 1:IPR000156
LOCMI04417	En	Ran binding protein 1:IPR000156
LOCMI07125	En	Ran binding protein 1:IPR000156
LOCMI08890	En	Ran binding protein 1:IPR000156
LOCMI03413	En	Toll-Interleukin receptor:IPR000157
LOCMI04679	En	Toll-Interleukin receptor:IPR000157
LOCMI05065	En	Toll-Interleukin receptor:IPR000157
LOCMI16308	En	Toll-Interleukin receptor:IPR000157
LOCMI16348	En	Toll-Interleukin receptor:IPR000157
LOCMI16501	En	Toll-Interleukin receptor:IPR000157
LOCMI16508	En	Toll-Interleukin receptor:IPR000157
LOCMI17094	En	Toll-Interleukin receptor:IPR000157
LOCMI17295	En	Toll-Interleukin receptor:IPR000157
LOCMI17303	En	Toll-Interleukin receptor:IPR000157
LOCMI01753	En	Ras-association:IPR000159
LOCMI03149	En	Ras-association:IPR000159
LOCMI06059	En	Ras-association:IPR000159
LOCMI09272	En	Ras-association:IPR000159
LOCMI09350	En	Ras-association:IPR000159
LOCMI10287	En	Ras-association:IPR000159
LOCMI10579	En	Ras-association:IPR000159
LOCMI11301	En	Ras-association:IPR000159
LOCMI11440	En	Ras-association:IPR000159
LOCMI11470	En	Ras-association:IPR000159
LOCMI12342	En	Ras-association:IPR000159
LOCMI15282	En	Ras-association:IPR000159
LOCMI15792	En	Ras-association:IPR000159
LOCMI16511	En	Ras-association:IPR000159
LOCMI03201	En	Vasopressin V2 receptor:IPR000161
LOCMI10604	En	GPCR, family 3, metabotropic glutamate receptor:IPR000162
LOCMI12140	En	Prohibitin:IPR000163
LOCMI00917	En	Histone H3:IPR000164
LOCMI01334	En	Histone H3:IPR000164
LOCMI02850	En	Histone H3:IPR000164
LOCMI02995	En	Histone H3:IPR000164
LOCMI05487	En	Histone H3:IPR000164
LOCMI06335	En	Histone H3:IPR000164
LOCMI08311	En	Histone H3:IPR000164
LOCMI10168	En	Histone H3:IPR000164
LOCMI10277	En	Histone H3:IPR000164
LOCMI12692	En	Histone H3:IPR000164
LOCMI12693	En	Histone H3:IPR000164
LOCMI14075	En	Histone H3:IPR000164
LOCMI14540	En	Histone H3:IPR000164
LOCMI00075	En	Glucose-methanol-choline oxidoreductase, N-terminal:IPR000172
LOCMI01918	En	Glucose-methanol-choline oxidoreductase, N-terminal:IPR000172
LOCMI02405	En	Glucose-methanol-choline oxidoreductase, N-terminal:IPR000172
LOCMI02919	En	Glucose-methanol-choline oxidoreductase, N-terminal:IPR000172
LOCMI03329	En	Glucose-methanol-choline oxidoreductase, N-terminal:IPR000172
LOCMI03486	En	Glucose-methanol-choline oxidoreductase, N-terminal:IPR000172
LOCMI03723	En	Glucose-methanol-choline oxidoreductase, N-terminal:IPR000172
LOCMI03770	En	Glucose-methanol-choline oxidoreductase, N-terminal:IPR000172
LOCMI04029	En	Glucose-methanol-choline oxidoreductase, N-terminal:IPR000172
LOCMI04813	En	Glucose-methanol-choline oxidoreductase, N-terminal:IPR000172
LOCMI05334	En	Glucose-methanol-choline oxidoreductase, N-terminal:IPR000172
LOCMI07107	En	Glucose-methanol-choline oxidoreductase, N-terminal:IPR000172
LOCMI07108	En	Glucose-methanol-choline oxidoreductase, N-terminal:IPR000172
LOCMI10418	En	Glucose-methanol-choline oxidoreductase, N-terminal:IPR000172
LOCMI11590	En	Glucose-methanol-choline oxidoreductase, N-terminal:IPR000172
LOCMI12977	En	Glucose-methanol-choline oxidoreductase, N-terminal:IPR000172
LOCMI12983	En	Glucose-methanol-choline oxidoreductase, N-terminal:IPR000172
LOCMI12984	En	Glucose-methanol-choline oxidoreductase, N-terminal:IPR000172
LOCMI12987	En	Glucose-methanol-choline oxidoreductase, N-terminal:IPR000172
LOCMI12988	En	Glucose-methanol-choline oxidoreductase, N-terminal:IPR000172
LOCMI12989	En	Glucose-methanol-choline oxidoreductase, N-terminal:IPR000172
LOCMI13304	En	Glucose-methanol-choline oxidoreductase, N-terminal:IPR000172
LOCMI13305	En	Glucose-methanol-choline oxidoreductase, N-terminal:IPR000172
LOCMI13627	En	Glucose-methanol-choline oxidoreductase, N-terminal:IPR000172
LOCMI13628	En	Glucose-methanol-choline oxidoreductase, N-terminal:IPR000172
LOCMI15769	En	Glucose-methanol-choline oxidoreductase, N-terminal:IPR000172
LOCMI16678	En	Glucose-methanol-choline oxidoreductase, N-terminal:IPR000172
LOCMI00458	En	Sodium:neurotransmitter symporter:IPR000175
LOCMI01723	En	Sodium:neurotransmitter symporter:IPR000175
LOCMI02454	En	Sodium:neurotransmitter symporter:IPR000175
LOCMI05134	En	Sodium:neurotransmitter symporter:IPR000175
LOCMI05175	En	Sodium:neurotransmitter symporter:IPR000175
LOCMI06275	En	Sodium:neurotransmitter symporter:IPR000175
LOCMI06277	En	Sodium:neurotransmitter symporter:IPR000175
LOCMI06300	En	Sodium:neurotransmitter symporter:IPR000175
LOCMI06966	En	Sodium:neurotransmitter symporter:IPR000175
LOCMI07914	En	Sodium:neurotransmitter symporter:IPR000175
LOCMI08715	En	Sodium:neurotransmitter symporter:IPR000175
LOCMI08940	En	Sodium:neurotransmitter symporter:IPR000175
LOCMI09341	En	Sodium:neurotransmitter symporter:IPR000175
LOCMI11251	En	Sodium:neurotransmitter symporter:IPR000175
LOCMI15163	En	Sodium:neurotransmitter symporter:IPR000175
LOCMI15219	En	Sodium:neurotransmitter symporter:IPR000175
LOCMI15294	En	Sodium:neurotransmitter symporter:IPR000175
LOCMI17124	En	Sodium:neurotransmitter symporter:IPR000175
LOCMI17182	En	Sodium:neurotransmitter symporter:IPR000175
LOCMI01733	En	GCN5-related N-acetyltransferase (GNAT) domain:IPR000182
LOCMI01887	En	GCN5-related N-acetyltransferase (GNAT) domain:IPR000182
LOCMI02103	En	GCN5-related N-acetyltransferase (GNAT) domain:IPR000182
LOCMI02126	En	GCN5-related N-acetyltransferase (GNAT) domain:IPR000182
LOCMI02564	En	GCN5-related N-acetyltransferase (GNAT) domain:IPR000182
LOCMI06604	En	GCN5-related N-acetyltransferase (GNAT) domain:IPR000182
LOCMI07445	En	GCN5-related N-acetyltransferase (GNAT) domain:IPR000182
LOCMI07964	En	GCN5-related N-acetyltransferase (GNAT) domain:IPR000182
LOCMI09739	En	GCN5-related N-acetyltransferase (GNAT) domain:IPR000182
LOCMI09943	En	GCN5-related N-acetyltransferase (GNAT) domain:IPR000182
LOCMI10786	En	GCN5-related N-acetyltransferase (GNAT) domain:IPR000182
LOCMI12304	En	GCN5-related N-acetyltransferase (GNAT) domain:IPR000182
LOCMI13435	En	GCN5-related N-acetyltransferase (GNAT) domain:IPR000182
LOCMI15473	En	GCN5-related N-acetyltransferase (GNAT) domain:IPR000182
LOCMI16542	En	GCN5-related N-acetyltransferase (GNAT) domain:IPR000182
LOCMI13869	En	Ornithine/DAP/Arg decarboxylase:IPR000183
LOCMI13870	En	Ornithine/DAP/Arg decarboxylase:IPR000183
LOCMI13871	En	Ornithine/DAP/Arg decarboxylase:IPR000183
LOCMI00737	En	Bacterial surface antigen (D15):IPR000184
LOCMI03541	En	Bacterial surface antigen (D15):IPR000184
LOCMI01748	En	Aminotransferase, class V/Cysteine desulfurase:IPR000192
LOCMI03180	En	Aminotransferase, class V/Cysteine desulfurase:IPR000192
LOCMI04601	En	Aminotransferase, class V/Cysteine desulfurase:IPR000192
LOCMI06547	En	Aminotransferase, class V/Cysteine desulfurase:IPR000192
LOCMI06923	En	Aminotransferase, class V/Cysteine desulfurase:IPR000192
LOCMI09677	En	Aminotransferase, class V/Cysteine desulfurase:IPR000192
LOCMI09897	En	Aminotransferase, class V/Cysteine desulfurase:IPR000192
LOCMI14004	En	Aminotransferase, class V/Cysteine desulfurase:IPR000192
LOCMI16656	En	Aminotransferase, class V/Cysteine desulfurase:IPR000192
LOCMI07149	En	Urocanase:IPR000193
LOCMI08473	En	Urocanase:IPR000193
LOCMI15862	En	ATPase, alpha/beta subunit, nucleotide-binding domain:IPR000194
LOCMI15885	En	ATPase, alpha/beta subunit, nucleotide-binding domain:IPR000194
LOCMI15919	En	ATPase, alpha/beta subunit, nucleotide-binding domain:IPR000194
LOCMI15970	En	ATPase, alpha/beta subunit, nucleotide-binding domain:IPR000194
LOCMI15986	En	ATPase, alpha/beta subunit, nucleotide-binding domain:IPR000194
LOCMI00411	En	Rab-GAP/TBC domain:IPR000195
LOCMI00447	En	Rab-GAP/TBC domain:IPR000195
LOCMI00892	En	Rab-GAP/TBC domain:IPR000195
LOCMI01300	En	Rab-GAP/TBC domain:IPR000195
LOCMI01422	En	Rab-GAP/TBC domain:IPR000195
LOCMI02271	En	Rab-GAP/TBC domain:IPR000195
LOCMI02312	En	Rab-GAP/TBC domain:IPR000195
LOCMI02946	En	Rab-GAP/TBC domain:IPR000195
LOCMI03119	En	Rab-GAP/TBC domain:IPR000195
LOCMI03390	En	Rab-GAP/TBC domain:IPR000195
LOCMI03736	En	Rab-GAP/TBC domain:IPR000195
LOCMI03892	En	Rab-GAP/TBC domain:IPR000195
LOCMI04096	En	Rab-GAP/TBC domain:IPR000195
LOCMI05722	En	Rab-GAP/TBC domain:IPR000195
LOCMI06119	En	Rab-GAP/TBC domain:IPR000195
LOCMI06355	En	Rab-GAP/TBC domain:IPR000195
LOCMI06646	En	Rab-GAP/TBC domain:IPR000195
LOCMI06975	En	Rab-GAP/TBC domain:IPR000195
LOCMI08478	En	Rab-GAP/TBC domain:IPR000195
LOCMI08909	En	Rab-GAP/TBC domain:IPR000195
LOCMI10378	En	Rab-GAP/TBC domain:IPR000195
LOCMI10951	En	Rab-GAP/TBC domain:IPR000195
LOCMI11821	En	Rab-GAP/TBC domain:IPR000195
LOCMI11895	En	Rab-GAP/TBC domain:IPR000195
LOCMI12243	En	Rab-GAP/TBC domain:IPR000195
LOCMI13170	En	Rab-GAP/TBC domain:IPR000195
LOCMI13484	En	Rab-GAP/TBC domain:IPR000195
LOCMI14605	En	Rab-GAP/TBC domain:IPR000195
LOCMI17343	En	Rab-GAP/TBC domain:IPR000195
LOCMI03823	En	Ribosomal protein L19/L19e:IPR000196
LOCMI04836	En	Ribosomal protein L19/L19e:IPR000196
LOCMI16455	En	Zinc finger, TAZ-type:IPR000197
LOCMI01175	En	Rho GTPase-activating protein domain:IPR000198
LOCMI01753	En	Rho GTPase-activating protein domain:IPR000198
LOCMI01778	En	Rho GTPase-activating protein domain:IPR000198
LOCMI03063	En	Rho GTPase-activating protein domain:IPR000198
LOCMI03321	En	Rho GTPase-activating protein domain:IPR000198
LOCMI04954	En	Rho GTPase-activating protein domain:IPR000198
LOCMI04963	En	Rho GTPase-activating protein domain:IPR000198
LOCMI06194	En	Rho GTPase-activating protein domain:IPR000198
LOCMI07190	En	Rho GTPase-activating protein domain:IPR000198
LOCMI07688	En	Rho GTPase-activating protein domain:IPR000198
LOCMI07824	En	Rho GTPase-activating protein domain:IPR000198
LOCMI08104	En	Rho GTPase-activating protein domain:IPR000198
LOCMI08285	En	Rho GTPase-activating protein domain:IPR000198
LOCMI08728	En	Rho GTPase-activating protein domain:IPR000198
LOCMI09176	En	Rho GTPase-activating protein domain:IPR000198
LOCMI09750	En	Rho GTPase-activating protein domain:IPR000198
LOCMI11310	En	Rho GTPase-activating protein domain:IPR000198
LOCMI11449	En	Rho GTPase-activating protein domain:IPR000198
LOCMI11536	En	Rho GTPase-activating protein domain:IPR000198
LOCMI11584	En	Rho GTPase-activating protein domain:IPR000198
LOCMI12341	En	Rho GTPase-activating protein domain:IPR000198
LOCMI12452	En	Rho GTPase-activating protein domain:IPR000198
LOCMI13790	En	Rho GTPase-activating protein domain:IPR000198
LOCMI13808	En	Rho GTPase-activating protein domain:IPR000198
LOCMI14010	En	Rho GTPase-activating protein domain:IPR000198
LOCMI14358	En	Rho GTPase-activating protein domain:IPR000198
LOCMI06438	En	GPS domain:IPR000203
LOCMI09756	En	GPS domain:IPR000203
