GO-Elite ORA Results
File:
Table:
colors:
1/13/2015
Locusta migratoria
Pvalues = true
Calculation Summary:
480 Ensembl source identifiers supplied in the input file:Gadult-VS-Sadult.down.txt
480 source identifiers meeting the filter linked to a Ensembl ID.
202 genes meeting the criterion linked to a term.
8861 source identifiers in this dataset.
8861 source identifiers linked to a Ensembl ID.
2427 Genes linked to a term.
The z score is based on an N of 2427 and a R of 202 distinct genes in all terms.

Gene-Set Name	Number Changed	Number Measured	Number in Gene-Set	Percent Changed	Percent Present	Z Score	PermuteP	AdjustedP
Neuroactive ligand-receptor interaction:map04080	3	48	48	6.25	100.0	-0.525054036108	0.786	0.940625
Regulation of autophagy:map04140	1	20	20	5.0	100.0	-0.54011474093	0.477	0.87548
ABC transporters:map02010	1	20	20	5.0	100.0	-0.54011474093	0.463	0.87548
Glycosphingolipid biosynthesis - lacto and neolacto series:map00601	0	4	4	0.0	100.0	-0.602988964332	1.0	1.0
mRNA surveillance pathway:map03015	4	65	65	6.15384615385	100.0	-0.641635059462	0.7325	0.909201923077
Arachidonic acid metabolism:map00590	1	22	22	4.54545454545	100.0	-0.644231154807	0.484	0.87548
Phenylalanine, tyrosine and tryptophan biosynthesis:map00400	0	5	5	0.0	100.0	-0.674301317283	1.0	1.0
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate:map00532	0	5	5	0.0	100.0	-0.674301317283	1.0	1.0
Fatty acid biosynthesis:map00061	0	6	6	0.0	100.0	-0.738812620995	1.0	1.0
Dorso-ventral axis formation:map04320	1	24	24	4.16666666667	100.0	-0.740656756685	0.493	0.87548
Base excision repair:map03410	1	25	25	4.0	100.0	-0.786405406529	0.4085	0.87548
Synthesis and degradation of ketone bodies:map00072	0	7	7	0.0	100.0	-0.798173697726	0.729	0.909201923077
Nitrogen metabolism:map00910	0	7	7	0.0	100.0	-0.798173697726	0.7275	0.909201923077
Cyanoamino acid metabolism:map00460	0	7	7	0.0	100.0	-0.798173697726	0.7205	0.909201923077
Taurine and hypotaurine metabolism:map00430	0	8	8	0.0	100.0	-0.85345992778	0.694	0.909201923077
Sulfur metabolism:map00920	0	8	8	0.0	100.0	-0.85345992778	0.714	0.909201923077
Mucin type O-glycan biosynthesis:map00512	0	8	8	0.0	100.0	-0.85345992778	0.7185	0.909201923077
Linoleic acid metabolism:map00591	0	8	8	0.0	100.0	-0.85345992778	0.7105	0.909201923077
Circadian rhythm - fly:map04711	0	8	8	0.0	100.0	-0.85345992778	0.702	0.909201923077
Aminoacyl-tRNA biosynthesis:map00970	2	43	43	4.6511627907	100.0	-0.879311702242	0.518	0.879236842105
Sulfur relay system:map04122	0	9	9	0.0	100.0	-0.905418120145	0.689	0.909201923077
Hippo signaling pathway -fly:map04391	2	44	44	4.54545454545	100.0	-0.915276349272	0.5055	0.87548
Cysteine and methionine metabolism:map00270	1	28	29	3.57142857143	96.5517241379	-0.915331927679	0.3885	0.87548
RNA transport:map03013	7	117	117	5.98290598291	100.0	-0.939076062565	0.7085	0.909201923077
Selenocompound metabolism:map00450	0	10	10	0.0	100.0	-0.95459191143	0.6535	0.909201923077
Pantothenate and CoA biosynthesis:map00770	0	10	10	0.0	100.0	-0.95459191143	0.6675	0.909201923077
TGF-beta signaling pathway:map04350	1	29	29	3.44827586207	100.0	-0.955876612028	0.415	0.87548
Ubiquinone and other terpenoid-quinone biosynthesis:map00130	0	11	11	0.0	100.0	-1.00139162043	0.6485	0.909201923077
Glycosaminoglycan biosynthesis - heparan sulfate / heparin:map00534	0	11	11	0.0	100.0	-1.00139162043	0.659	0.909201923077
Fanconi anemia pathway:map03460	1	31	31	3.22580645161	100.0	-1.03382212036	0.366	0.87548
Ribosome biogenesis in eukaryotes:map03008	3	64	64	4.6875	100.0	-1.06684332878	0.5385	0.890596153846
Other types of O-glycan biosynthesis:map00514	0	13	13	0.0	100.0	-1.0890783347	0.509	0.87548
Nicotinate and nicotinamide metabolism:map00760	0	13	13	0.0	100.0	-1.0890783347	0.4995	0.87548
2-Oxocarboxylic acid metabolism:map01210	0	14	14	0.0	100.0	-1.13042416342	0.491	0.87548
mTOR signaling pathway:map04150	1	34	34	2.94117647059	100.0	-1.14386473552	0.3245	0.87548
One carbon pool by folate:map00670	0	15	15	0.0	100.0	-1.17034270688	0.47	0.87548
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:map00563	0	15	15	0.0	100.0	-1.17034270688	0.496	0.87548
Folate biosynthesis:map00790	0	15	15	0.0	100.0	-1.17034270688	0.468	0.87548
Basal transcription factors:map03022	1	35	35	2.85714285714	100.0	-1.17893206436	0.336	0.87548
Biosynthesis of amino acids:map01230	2	54	54	3.7037037037	100.0	-1.24251423645	0.4215	0.87548
Hedgehog signaling pathway:map04340	0	17	17	0.0	100.0	-1.24644182839	0.4405	0.87548
Ether lipid metabolism:map00565	0	17	17	0.0	100.0	-1.24644182839	0.46	0.87548
Inositol phosphate metabolism:map00562	1	38	38	2.63157894737	100.0	-1.27991581531	0.277	0.87548
Phenylalanine metabolism:map00360	0	18	18	0.0	100.0	-1.28284423806	0.4495	0.87548
Phototransduction - fly:map04745	0	19	19	0.0	100.0	-1.31827080623	0.361	0.87548
ECM-receptor interaction:map04512	0	21	21	0.0	100.0	-1.38649373397	0.3305	0.87548
Terpenoid backbone biosynthesis:map00900	0	22	22	0.0	100.0	-1.41941658501	0.314	0.87548
Ubiquitin mediated proteolysis:map04120	4	102	102	3.92156862745	100.0	-1.64384261895	0.3455	0.87548
Wnt signaling pathway:map04310	1	58	58	1.72413793103	100.0	-1.8410989979	0.1355	0.586741935484
Phosphatidylinositol signaling system:map04070	0	40	40	0.0	100.0	-1.92114374661	0.114	0.544666666667
Endocytosis:map04144	2	86	86	2.32558139535	100.0	-2.04969726034	0.141	0.586741935484
Glycerophospholipid metabolism:map00564	0	47	47	0.0	100.0	-2.08553040477	0.0925	0.5025625
