GO-Elite ORA Results
File:
Table:
colors:
1/13/2015
Locusta migratoria
Pvalues = true
Calculation Summary:
112 Ensembl source identifiers supplied in the input file:G3-VS-S3.up.txt
112 source identifiers meeting the filter linked to a Ensembl ID.
24 genes meeting the criterion linked to a term.
8861 source identifiers in this dataset.
8861 source identifiers linked to a Ensembl ID.
2427 Genes linked to a term.
The z score is based on an N of 2427 and a R of 24 distinct genes in all terms.

Gene-Set Name	Number Changed	Number Measured	Number in Gene-Set	Percent Changed	Percent Present	Z Score	PermuteP	AdjustedP
Glycosaminoglycan biosynthesis - keratan sulfate:map00533	0	2	2	0.0	100.0	-0.141362188499	1.0	1.0
Caffeine metabolism:map00232	0	2	2	0.0	100.0	-0.141362188499	1.0	1.0
Biotin metabolism:map00780	0	2	2	0.0	100.0	-0.141362188499	1.0	1.0
Vitamin B6 metabolism:map00750	0	3	3	0.0	100.0	-0.173168323864	1.0	1.0
Valine, leucine and isoleucine biosynthesis:map00290	0	3	3	0.0	100.0	-0.173168323864	1.0	1.0
Thiamine metabolism:map00730	0	3	3	0.0	100.0	-0.173168323864	1.0	1.0
Lipoic acid metabolism:map00785	0	3	3	0.0	100.0	-0.173168323864	1.0	1.0
Degradation of aromatic compounds:map01220	0	3	3	0.0	100.0	-0.173168323864	1.0	1.0
D-Glutamine and D-glutamate metabolism:map00471	0	3	3	0.0	100.0	-0.173168323864	1.0	1.0
Riboflavin metabolism:map00740	0	4	4	0.0	100.0	-0.199998814932	1.0	1.0
Glycosphingolipid biosynthesis - lacto and neolacto series:map00601	0	4	4	0.0	100.0	-0.199998814932	1.0	1.0
Phenylalanine, tyrosine and tryptophan biosynthesis:map00400	0	5	5	0.0	100.0	-0.223651629368	1.0	1.0
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate:map00532	0	5	5	0.0	100.0	-0.223651629368	1.0	1.0
Fatty acid biosynthesis:map00061	0	6	6	0.0	100.0	-0.245048678162	1.0	1.0
Synthesis and degradation of ketone bodies:map00072	0	7	7	0.0	100.0	-0.264737504495	1.0	1.0
Nitrogen metabolism:map00910	0	7	7	0.0	100.0	-0.264737504495	1.0	1.0
Cyanoamino acid metabolism:map00460	0	7	7	0.0	100.0	-0.264737504495	1.0	1.0
Taurine and hypotaurine metabolism:map00430	0	8	8	0.0	100.0	-0.283074789498	1.0	1.0
Sulfur metabolism:map00920	0	8	8	0.0	100.0	-0.283074789498	1.0	1.0
Steroid biosynthesis:map00100	0	8	8	0.0	100.0	-0.283074789498	1.0	1.0
Mucin type O-glycan biosynthesis:map00512	0	8	8	0.0	100.0	-0.283074789498	1.0	1.0
Linoleic acid metabolism:map00591	0	8	8	0.0	100.0	-0.283074789498	1.0	1.0
Circadian rhythm - fly:map04711	0	8	8	0.0	100.0	-0.283074789498	1.0	1.0
Sulfur relay system:map04122	0	9	9	0.0	100.0	-0.300308234078	1.0	1.0
Non-homologous end-joining:map03450	0	9	9	0.0	100.0	-0.300308234078	1.0	1.0
Selenocompound metabolism:map00450	0	10	10	0.0	100.0	-0.316618151115	1.0	1.0
Pantothenate and CoA biosynthesis:map00770	0	10	10	0.0	100.0	-0.316618151115	1.0	1.0
Glycosaminoglycan biosynthesis - heparan sulfate / heparin:map00534	0	11	11	0.0	100.0	-0.332140634764	1.0	1.0
alpha-Linolenic acid metabolism:map00592	0	12	12	0.0	100.0	-0.34698139538	1.0	1.0
Other types of O-glycan biosynthesis:map00514	0	13	13	0.0	100.0	-0.361224482026	1.0	1.0
Nicotinate and nicotinamide metabolism:map00760	0	13	13	0.0	100.0	-0.361224482026	1.0	1.0
Fatty acid elongation:map00062	0	14	14	0.0	100.0	-0.374938027771	1.0	1.0
2-Oxocarboxylic acid metabolism:map01210	0	14	14	0.0	100.0	-0.374938027771	1.0	1.0
One carbon pool by folate:map00670	0	15	15	0.0	100.0	-0.388178172878	1.0	1.0
MAPK signaling pathway - fly:map04013	0	15	15	0.0	100.0	-0.388178172878	1.0	1.0
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:map00563	0	15	15	0.0	100.0	-0.388178172878	1.0	1.0
Folate biosynthesis:map00790	0	15	15	0.0	100.0	-0.388178172878	1.0	1.0
Biosynthesis of unsaturated fatty acids:map01040	0	15	15	0.0	100.0	-0.388178172878	1.0	1.0
Hedgehog signaling pathway:map04340	0	17	17	0.0	100.0	-0.413418658229	1.0	1.0
Ether lipid metabolism:map00565	0	17	17	0.0	100.0	-0.413418658229	1.0	1.0
Butanoate metabolism:map00650	0	17	17	0.0	100.0	-0.413418658229	1.0	1.0
Protein export:map03060	0	18	18	0.0	100.0	-0.425492575374	1.0	1.0
Jak-STAT signaling pathway:map04630	0	18	18	0.0	100.0	-0.425492575374	1.0	1.0
Phototransduction - fly:map04745	0	19	19	0.0	100.0	-0.437242826321	1.0	1.0
Histidine metabolism:map00340	0	19	19	0.0	100.0	-0.437242826321	1.0	1.0
SNARE interactions in vesicular transport:map04130	0	20	20	0.0	100.0	-0.44869485162	1.0	1.0
Regulation of autophagy:map04140	0	20	20	0.0	100.0	-0.44869485162	1.0	1.0
Pentose phosphate pathway:map00030	0	20	20	0.0	100.0	-0.44869485162	1.0	1.0
ABC transporters:map02010	0	20	20	0.0	100.0	-0.44869485162	1.0	1.0
Notch signaling pathway:map04330	0	21	21	0.0	100.0	-0.459870943097	1.0	1.0
Glyoxylate and dicarboxylate metabolism:map00630	0	21	21	0.0	100.0	-0.459870943097	1.0	1.0
Mismatch repair:map03430	0	22	22	0.0	100.0	-0.470790763495	1.0	1.0
Arachidonic acid metabolism:map00590	0	22	22	0.0	100.0	-0.470790763495	1.0	1.0
beta-Alanine metabolism:map00410	0	24	24	0.0	100.0	-0.491929502363	1.0	1.0
Sphingolipid metabolism:map00600	0	24	24	0.0	100.0	-0.491929502363	1.0	1.0
Homologous recombination:map03440	0	24	24	0.0	100.0	-0.491929502363	1.0	1.0
Galactose metabolism:map00052	0	24	24	0.0	100.0	-0.491929502363	1.0	1.0
Dorso-ventral axis formation:map04320	0	24	24	0.0	100.0	-0.491929502363	1.0	1.0
Fructose and mannose metabolism:map00051	0	25	25	0.0	100.0	-0.502177946587	1.0	1.0
Base excision repair:map03410	0	25	25	0.0	100.0	-0.502177946587	1.0	1.0
Propanoate metabolism:map00640	0	27	27	0.0	100.0	-0.522096034904	1.0	1.0
Alanine, aspartate and glutamate metabolism:map00250	0	27	27	0.0	100.0	-0.522096034904	1.0	1.0
Cysteine and methionine metabolism:map00270	0	28	29	0.0	96.5517241379	-0.531787378355	1.0	1.0
Tryptophan metabolism:map00380	0	29	29	0.0	100.0	-0.541313107433	1.0	1.0
TGF-beta signaling pathway:map04350	0	29	29	0.0	100.0	-0.541313107433	1.0	1.0
Retinol metabolism:map00830	0	30	30	0.0	100.0	-0.550681826311	1.0	1.0
Glycine, serine and threonine metabolism:map00260	0	30	30	0.0	100.0	-0.550681826311	1.0	1.0
Fanconi anemia pathway:map03460	0	31	31	0.0	100.0	-0.559901426241	1.0	1.0
RNA polymerase:map03020	0	32	32	0.0	100.0	-0.568979165531	1.0	1.0
N-Glycan biosynthesis:map00510	0	32	32	0.0	100.0	-0.568979165531	1.0	1.0
mTOR signaling pathway:map04150	0	34	34	0.0	100.0	-0.586735334169	1.0	1.0
Basal transcription factors:map03022	0	35	35	0.0	100.0	-0.595425689485	1.0	1.0
DNA replication:map03030	0	36	36	0.0	100.0	-0.6039981328	1.0	1.0
Fatty acid degradation:map00071	0	38	38	0.0	100.0	-0.620808789579	1.0	1.0
Valine, leucine and isoleucine degradation:map00280	0	39	39	0.0	100.0	-0.629055952132	1.0	1.0
Phosphatidylinositol signaling system:map04070	0	40	40	0.0	100.0	-0.637203158539	1.0	1.0
Nucleotide excision repair:map03420	0	40	40	0.0	100.0	-0.637203158539	1.0	1.0
Arginine and proline metabolism:map00330	0	40	40	0.0	100.0	-0.637203158539	1.0	1.0
Proteasome:map03050	0	42	42	0.0	100.0	-0.653212650924	1.0	1.0
Fatty acid metabolism:map01212	0	42	42	0.0	100.0	-0.653212650924	1.0	1.0
Porphyrin and chlorophyll metabolism:map00860	0	43	43	0.0	100.0	-0.661081853355	1.0	1.0
Aminoacyl-tRNA biosynthesis:map00970	0	43	43	0.0	100.0	-0.661081853355	1.0	1.0
Hippo signaling pathway -fly:map04391	0	44	44	0.0	100.0	-0.668864968835	1.0	1.0
Drug metabolism - other enzymes:map00983	0	44	44	0.0	100.0	-0.668864968835	1.0	1.0
Pentose and glucuronate interconversions:map00040	0	47	47	0.0	100.0	-0.691726771352	1.0	1.0
Neuroactive ligand-receptor interaction:map04080	0	48	48	0.0	100.0	-0.699193740091	1.0	1.0
Biosynthesis of amino acids:map01230	0	54	54	0.0	100.0	-0.742543916778	0.654	1.0
RNA degradation:map03018	0	57	57	0.0	100.0	-0.763374042995	0.6345	1.0
Wnt signaling pathway:map04310	0	58	58	0.0	100.0	-0.770203699166	0.635	1.0
Ribosome biogenesis in eukaryotes:map03008	0	64	64	0.0	100.0	-0.810088113725	0.6495	1.0
mRNA surveillance pathway:map03015	0	65	65	0.0	100.0	-0.816565196207	0.627	1.0
Pyrimidine metabolism:map00240	0	83	83	0.0	100.0	-0.926263127815	0.622	1.0
Endocytosis:map04144	0	86	86	0.0	100.0	-0.94345817615	0.633	1.0
Carbon metabolism:map01200	0	88	88	0.0	100.0	-0.954773505166	0.6315	1.0
Ubiquitin mediated proteolysis:map04120	0	102	102	0.0	100.0	-1.03100967562	0.4145	1.0
RNA transport:map03013	0	117	117	0.0	100.0	-1.10779927005	0.3965	1.0
Protein processing in endoplasmic reticulum:map04141	0	117	117	0.0	100.0	-1.10779927005	0.406	1.0
Purine metabolism:map00230	0	118	119	0.0	99.1596638655	-1.11276426632	0.4075	1.0
Spliceosome:map03040	0	123	123	0.0	100.0	-1.13732726895	0.3985	1.0
Ribosome:map03010	0	139	139	0.0	100.0	-1.21325900607	0.425	1.0
