GO-Elite ORA Results
File:
Table:
colors:
1/13/2015
Locusta migratoria
Pvalues = true
Calculation Summary:
125 Ensembl source identifiers supplied in the input file:G1_2-VS-S1_2.down.txt
125 source identifiers meeting the filter linked to a Ensembl ID.
35 genes meeting the criterion linked to a term.
8861 source identifiers in this dataset.
8861 source identifiers linked to a Ensembl ID.
2427 Genes linked to a term.
The z score is based on an N of 2427 and a R of 35 distinct genes in all terms.

Gene-Set Name	Number Changed	Number Measured	Number in Gene-Set	Percent Changed	Percent Present	Z Score	PermuteP	AdjustedP
Nitrogen metabolism:map00910	0	7	7	0.0	100.0	-0.320435164773	1.0	1.0
Cyanoamino acid metabolism:map00460	0	7	7	0.0	100.0	-0.320435164773	1.0	1.0
Sulfur metabolism:map00920	0	8	8	0.0	100.0	-0.342630399078	1.0	1.0
Steroid biosynthesis:map00100	0	8	8	0.0	100.0	-0.342630399078	1.0	1.0
Mucin type O-glycan biosynthesis:map00512	0	8	8	0.0	100.0	-0.342630399078	1.0	1.0
Linoleic acid metabolism:map00591	0	8	8	0.0	100.0	-0.342630399078	1.0	1.0
Circadian rhythm - fly:map04711	0	8	8	0.0	100.0	-0.342630399078	1.0	1.0
Sulfur relay system:map04122	0	9	9	0.0	100.0	-0.363489557904	1.0	1.0
Non-homologous end-joining:map03450	0	9	9	0.0	100.0	-0.363489557904	1.0	1.0
Selenocompound metabolism:map00450	0	10	10	0.0	100.0	-0.383230889844	1.0	1.0
Pantothenate and CoA biosynthesis:map00770	0	10	10	0.0	100.0	-0.383230889844	1.0	1.0
Ubiquitin mediated proteolysis:map04120	1	102	102	0.980392156863	100.0	-0.399544773831	0.759	1.0
Ubiquinone and other terpenoid-quinone biosynthesis:map00130	0	11	11	0.0	100.0	-0.402019121664	1.0	1.0
Glycosaminoglycan biosynthesis - heparan sulfate / heparin:map00534	0	11	11	0.0	100.0	-0.402019121664	1.0	1.0
Other types of O-glycan biosynthesis:map00514	0	13	13	0.0	100.0	-0.437221868654	1.0	1.0
Nicotinate and nicotinamide metabolism:map00760	0	13	13	0.0	100.0	-0.437221868654	1.0	1.0
Other glycan degradation:map00511	0	14	14	0.0	100.0	-0.453820583289	1.0	1.0
2-Oxocarboxylic acid metabolism:map01210	0	14	14	0.0	100.0	-0.453820583289	1.0	1.0
One carbon pool by folate:map00670	0	15	15	0.0	100.0	-0.469846299355	1.0	1.0
MAPK signaling pathway - fly:map04013	0	15	15	0.0	100.0	-0.469846299355	1.0	1.0
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:map00563	0	15	15	0.0	100.0	-0.469846299355	1.0	1.0
Folate biosynthesis:map00790	0	15	15	0.0	100.0	-0.469846299355	1.0	1.0
Insect hormone biosynthesis:map00981	0	16	16	0.0	100.0	-0.485355794538	1.0	1.0
Glycosaminoglycan degradation:map00531	0	16	16	0.0	100.0	-0.485355794538	1.0	1.0
Hedgehog signaling pathway:map04340	0	17	17	0.0	100.0	-0.500397086248	1.0	1.0
Ether lipid metabolism:map00565	0	17	17	0.0	100.0	-0.500397086248	1.0	1.0
Protein export:map03060	0	18	18	0.0	100.0	-0.515011213691	1.0	1.0
Jak-STAT signaling pathway:map04630	0	18	18	0.0	100.0	-0.515011213691	1.0	1.0
Phototransduction - fly:map04745	0	19	19	0.0	100.0	-0.529233579372	1.0	1.0
Histidine metabolism:map00340	0	19	19	0.0	100.0	-0.529233579372	1.0	1.0
Regulation of autophagy:map04140	0	20	20	0.0	100.0	-0.543094976233	1.0	1.0
Pentose phosphate pathway:map00030	0	20	20	0.0	100.0	-0.543094976233	1.0	1.0
ABC transporters:map02010	0	20	20	0.0	100.0	-0.543094976233	1.0	1.0
Notch signaling pathway:map04330	0	21	21	0.0	100.0	-0.556622386037	1.0	1.0
Glyoxylate and dicarboxylate metabolism:map00630	0	21	21	0.0	100.0	-0.556622386037	1.0	1.0
ECM-receptor interaction:map04512	0	21	21	0.0	100.0	-0.556622386037	1.0	1.0
Terpenoid backbone biosynthesis:map00900	0	22	22	0.0	100.0	-0.569839608339	1.0	1.0
Arachidonic acid metabolism:map00590	0	22	22	0.0	100.0	-0.569839608339	1.0	1.0
Dorso-ventral axis formation:map04320	0	24	24	0.0	100.0	-0.595425689485	1.0	1.0
Fructose and mannose metabolism:map00051	0	25	25	0.0	100.0	-0.607830285955	1.0	1.0
Base excision repair:map03410	0	25	25	0.0	100.0	-0.607830285955	1.0	1.0
Propanoate metabolism:map00640	0	27	27	0.0	100.0	-0.631938906016	1.0	1.0
Cysteine and methionine metabolism:map00270	0	28	29	0.0	96.5517241379	-0.643669194255	1.0	1.0
Tryptophan metabolism:map00380	0	29	29	0.0	100.0	-0.655199024804	1.0	1.0
TGF-beta signaling pathway:map04350	0	29	29	0.0	100.0	-0.655199024804	1.0	1.0
Retinol metabolism:map00830	0	30	30	0.0	100.0	-0.666538812051	1.0	1.0
Glycine, serine and threonine metabolism:map00260	0	30	30	0.0	100.0	-0.666538812051	1.0	1.0
N-Glycan biosynthesis:map00510	0	32	32	0.0	100.0	-0.688685696449	1.0	1.0
Citrate cycle (TCA cycle):map00020	0	33	33	0.0	100.0	-0.699509681505	1.0	1.0
mTOR signaling pathway:map04150	0	34	34	0.0	100.0	-0.710177554333	1.0	1.0
Basal transcription factors:map03022	0	35	35	0.0	100.0	-0.720696258296	0.699	1.0
Inositol phosphate metabolism:map00562	0	38	38	0.0	100.0	-0.751419664398	0.704	1.0
Phosphatidylinositol signaling system:map04070	0	40	40	0.0	100.0	-0.771263215954	0.68	1.0
Ascorbate and aldarate metabolism:map00053	0	40	40	0.0	100.0	-0.771263215954	0.669	1.0
Arginine and proline metabolism:map00330	0	40	40	0.0	100.0	-0.771263215954	0.675	1.0
Glycolysis / Gluconeogenesis:map00010	0	41	41	0.0	100.0	-0.78100810614	0.658	1.0
Proteasome:map03050	0	42	42	0.0	100.0	-0.790640917424	0.654	1.0
Porphyrin and chlorophyll metabolism:map00860	0	43	43	0.0	100.0	-0.800165707583	0.6555	1.0
Aminoacyl-tRNA biosynthesis:map00970	0	43	43	0.0	100.0	-0.800165707583	0.676	1.0
Lysine degradation:map00310	0	44	44	0.0	100.0	-0.80958629911	0.6475	1.0
Hippo signaling pathway -fly:map04391	0	44	44	0.0	100.0	-0.80958629911	0.672	1.0
Pentose and glucuronate interconversions:map00040	0	47	47	0.0	100.0	-0.83725795625	0.6555	1.0
Glycerophospholipid metabolism:map00564	0	47	47	0.0	100.0	-0.83725795625	0.647	1.0
Neuroactive ligand-receptor interaction:map04080	0	48	48	0.0	100.0	-0.846295887474	0.64	1.0
Starch and sucrose metabolism:map00500	0	53	53	0.0	100.0	-0.890218079748	0.6485	1.0
FoxO signaling pathway:map04068	0	54	54	0.0	100.0	-0.898766431972	0.648	1.0
Biosynthesis of amino acids:map01230	0	54	54	0.0	100.0	-0.898766431972	0.653	1.0
Wnt signaling pathway:map04310	0	58	58	0.0	100.0	-0.932245507571	0.631	1.0
Ribosome biogenesis in eukaryotes:map03008	0	64	64	0.0	100.0	-0.980521134311	0.6355	1.0
Phagosome:map04145	0	64	64	0.0	100.0	-0.980521134311	0.612	1.0
Endocytosis:map04144	0	86	86	0.0	100.0	-1.14195069077	0.4105	1.0
Carbon metabolism:map01200	0	88	88	0.0	100.0	-1.15564663206	0.42	1.0
