Ensembl	symbol	KEGG
LOCMI15896	LOCMI15896	Fatty acid degradation:map00071
LOCMI16046	LOCMI16046	Fatty acid degradation:map00071
LOCMI15940	LOCMI15940	Fatty acid degradation:map00071
LOCMI16003	LOCMI16003	Arachidonic acid metabolism:map00590
LOCMI16459	LOCMI16459	TGF-beta signaling pathway:map04350
LOCMI06643	LOCMI06643	Fructose and mannose metabolism:map00051
LOCMI15882	LOCMI15882	Fructose and mannose metabolism:map00051
LOCMI04167	LOCMI04167	Fructose and mannose metabolism:map00051
LOCMI16055	LOCMI16055	Fructose and mannose metabolism:map00051
LOCMI02908	LOCMI02908	Nucleotide excision repair:map03420
LOCMI09890	LOCMI09890	Nucleotide excision repair:map03420
LOCMI08026	LOCMI08026	Nucleotide excision repair:map03420
LOCMI01030	LOCMI01030	Tyrosine metabolism:map00350
LOCMI15755	LOCMI15755	MAPK signaling pathway - fly:map04013
LOCMI15907	LOCMI15907	Valine, leucine and isoleucine degradation:map00280
LOCMI15896	LOCMI15896	Valine, leucine and isoleucine degradation:map00280
LOCMI15956	LOCMI15956	Valine, leucine and isoleucine degradation:map00280
LOCMI16046	LOCMI16046	Valine, leucine and isoleucine degradation:map00280
LOCMI00274	LOCMI00274	Valine, leucine and isoleucine degradation:map00280
LOCMI15940	LOCMI15940	Valine, leucine and isoleucine degradation:map00280
LOCMI14004	LOCMI14004	Alanine, aspartate and glutamate metabolism:map00250
LOCMI09667	LOCMI09667	Alanine, aspartate and glutamate metabolism:map00250
LOCMI01936	LOCMI01936	Ubiquitin mediated proteolysis:map04120
LOCMI16459	LOCMI16459	Ubiquitin mediated proteolysis:map04120
LOCMI06637	LOCMI06637	Ubiquitin mediated proteolysis:map04120
LOCMI02291	LOCMI02291	Ubiquitin mediated proteolysis:map04120
LOCMI16046	LOCMI16046	Fatty acid elongation:map00062
LOCMI15940	LOCMI15940	Fatty acid elongation:map00062
LOCMI17261	LOCMI17261	Spliceosome:map03040
LOCMI17308	LOCMI17308	Spliceosome:map03040
LOCMI15442	LOCMI15442	Spliceosome:map03040
LOCMI17239	LOCMI17239	Spliceosome:map03040
LOCMI17317	LOCMI17317	Spliceosome:map03040
LOCMI17234	LOCMI17234	Spliceosome:map03040
LOCMI17058	LOCMI17058	Spliceosome:map03040
LOCMI17197	LOCMI17197	Spliceosome:map03040
LOCMI17129	LOCMI17129	Spliceosome:map03040
LOCMI17126	LOCMI17126	Spliceosome:map03040
LOCMI17279	LOCMI17279	Spliceosome:map03040
LOCMI17113	LOCMI17113	Spliceosome:map03040
LOCMI16810	LOCMI16810	Spliceosome:map03040
LOCMI17202	LOCMI17202	Spliceosome:map03040
LOCMI17330	LOCMI17330	Spliceosome:map03040
LOCMI17116	LOCMI17116	Spliceosome:map03040
LOCMI08265	LOCMI08265	Spliceosome:map03040
LOCMI17142	LOCMI17142	Spliceosome:map03040
LOCMI05791	LOCMI05791	Glycine, serine and threonine metabolism:map00260
LOCMI14004	LOCMI14004	Glycine, serine and threonine metabolism:map00260
LOCMI13091	LOCMI13091	Glycine, serine and threonine metabolism:map00260
LOCMI02908	LOCMI02908	Pyrimidine metabolism:map00240
LOCMI00523	LOCMI00523	Pyrimidine metabolism:map00240
LOCMI09384	LOCMI09384	Pyrimidine metabolism:map00240
LOCMI03421	LOCMI03421	Pyrimidine metabolism:map00240
LOCMI06930	LOCMI06930	Pyrimidine metabolism:map00240
LOCMI07554	LOCMI07554	Pyrimidine metabolism:map00240
LOCMI00021	LOCMI00021	Pyrimidine metabolism:map00240
LOCMI06409	LOCMI06409	Pyrimidine metabolism:map00240
LOCMI10439	LOCMI10439	Pyrimidine metabolism:map00240
LOCMI00179	LOCMI00179	Pyrimidine metabolism:map00240
LOCMI15853	LOCMI15853	alpha-Linolenic acid metabolism:map00592
LOCMI04119	LOCMI04119	Glutathione metabolism:map00480
LOCMI15716	LOCMI15716	Glutathione metabolism:map00480
LOCMI15698	LOCMI15698	Glutathione metabolism:map00480
LOCMI15707	LOCMI15707	Glutathione metabolism:map00480
LOCMI15070	LOCMI15070	Glutathione metabolism:map00480
LOCMI08995	LOCMI08995	Glutathione metabolism:map00480
LOCMI08143	LOCMI08143	Glutathione metabolism:map00480
LOCMI07468	LOCMI07468	Glutathione metabolism:map00480
LOCMI15755	LOCMI15755	Jak-STAT signaling pathway:map04630
LOCMI04203	LOCMI04203	SNARE interactions in vesicular transport:map04130
LOCMI01016	LOCMI01016	SNARE interactions in vesicular transport:map04130
LOCMI14159	LOCMI14159	SNARE interactions in vesicular transport:map04130
LOCMI14621	LOCMI14621	SNARE interactions in vesicular transport:map04130
LOCMI01645	LOCMI01645	SNARE interactions in vesicular transport:map04130
LOCMI15907	LOCMI15907	Histidine metabolism:map00340
LOCMI09621	LOCMI09621	Histidine metabolism:map00340
LOCMI15896	LOCMI15896	Histidine metabolism:map00340
LOCMI09428	LOCMI09428	Vitamin B6 metabolism:map00750
LOCMI03958	LOCMI03958	Porphyrin and chlorophyll metabolism:map00860
LOCMI17046	LOCMI17046	Porphyrin and chlorophyll metabolism:map00860
LOCMI17032	LOCMI17032	Porphyrin and chlorophyll metabolism:map00860
LOCMI08588	LOCMI08588	Porphyrin and chlorophyll metabolism:map00860
LOCMI00361	LOCMI00361	Porphyrin and chlorophyll metabolism:map00860
LOCMI00422	LOCMI00422	Purine metabolism:map00230
LOCMI17133	LOCMI17133	Purine metabolism:map00230
LOCMI02908	LOCMI02908	Purine metabolism:map00230
LOCMI00523	LOCMI00523	Purine metabolism:map00230
LOCMI09384	LOCMI09384	Purine metabolism:map00230
LOCMI03421	LOCMI03421	Purine metabolism:map00230
LOCMI06930	LOCMI06930	Purine metabolism:map00230
LOCMI16875	LOCMI16875	Purine metabolism:map00230
LOCMI00021	LOCMI00021	Purine metabolism:map00230
LOCMI06409	LOCMI06409	Purine metabolism:map00230
LOCMI10439	LOCMI10439	Purine metabolism:map00230
LOCMI00179	LOCMI00179	Purine metabolism:map00230
LOCMI15907	LOCMI15907	Arginine and proline metabolism:map00330
LOCMI09621	LOCMI09621	Arginine and proline metabolism:map00330
LOCMI15896	LOCMI15896	Arginine and proline metabolism:map00330
LOCMI14696	LOCMI14696	N-Glycan biosynthesis:map00510
LOCMI01606	LOCMI01606	N-Glycan biosynthesis:map00510
LOCMI08663	LOCMI08663	N-Glycan biosynthesis:map00510
LOCMI00422	LOCMI00422	RNA degradation:map03018
LOCMI14521	LOCMI14521	RNA degradation:map03018
LOCMI17317	LOCMI17317	RNA degradation:map03018
LOCMI17234	LOCMI17234	RNA degradation:map03018
LOCMI17126	LOCMI17126	RNA degradation:map03018
LOCMI07755	LOCMI07755	RNA degradation:map03018
LOCMI15780	LOCMI15780	RNA degradation:map03018
LOCMI09542	LOCMI09542	RNA transport:map03013
LOCMI05948	LOCMI05948	RNA transport:map03013
LOCMI06065	LOCMI06065	RNA transport:map03013
LOCMI17197	LOCMI17197	RNA transport:map03013
LOCMI04290	LOCMI04290	RNA transport:map03013
LOCMI07818	LOCMI07818	RNA transport:map03013
LOCMI10130	LOCMI10130	RNA transport:map03013
LOCMI15907	LOCMI15907	beta-Alanine metabolism:map00410
LOCMI09621	LOCMI09621	beta-Alanine metabolism:map00410
LOCMI15896	LOCMI15896	beta-Alanine metabolism:map00410
LOCMI15940	LOCMI15940	beta-Alanine metabolism:map00410
LOCMI17046	LOCMI17046	Drug metabolism - cytochrome P450:map00982
LOCMI17032	LOCMI17032	Drug metabolism - cytochrome P450:map00982
LOCMI15716	LOCMI15716	Drug metabolism - cytochrome P450:map00982
LOCMI15698	LOCMI15698	Drug metabolism - cytochrome P450:map00982
LOCMI15707	LOCMI15707	Drug metabolism - cytochrome P450:map00982
LOCMI08143	LOCMI08143	Drug metabolism - cytochrome P450:map00982
LOCMI14004	LOCMI14004	Carbon metabolism:map01200
LOCMI15918	LOCMI15918	Carbon metabolism:map01200
LOCMI15796	LOCMI15796	Carbon metabolism:map01200
LOCMI16875	LOCMI16875	Carbon metabolism:map01200
LOCMI15780	LOCMI15780	Carbon metabolism:map01200
LOCMI16055	LOCMI16055	Carbon metabolism:map01200
LOCMI15940	LOCMI15940	Carbon metabolism:map01200
LOCMI08995	LOCMI08995	Carbon metabolism:map01200
LOCMI17046	LOCMI17046	Retinol metabolism:map00830
LOCMI17032	LOCMI17032	Retinol metabolism:map00830
LOCMI09247	LOCMI09247	Ribosome biogenesis in eukaryotes:map03008
LOCMI06666	LOCMI06666	Ribosome biogenesis in eukaryotes:map03008
LOCMI07761	LOCMI07761	Ribosome biogenesis in eukaryotes:map03008
LOCMI13781	LOCMI13781	Phagosome:map04145
LOCMI16102	LOCMI16102	Phagosome:map04145
LOCMI09660	LOCMI09660	Phagosome:map04145
LOCMI16051	LOCMI16051	Phagosome:map04145
LOCMI10612	LOCMI10612	Phagosome:map04145
LOCMI16049	LOCMI16049	Phagosome:map04145
LOCMI15755	LOCMI15755	Dorso-ventral axis formation:map04320
LOCMI15882	LOCMI15882	Galactose metabolism:map00052
LOCMI16027	LOCMI16027	Galactose metabolism:map00052
LOCMI16055	LOCMI16055	Galactose metabolism:map00052
LOCMI07809	LOCMI07809	Inositol phosphate metabolism:map00562
LOCMI16027	LOCMI16027	Glycosphingolipid biosynthesis - globo series:map00603
LOCMI09283	LOCMI09283	Glycosphingolipid biosynthesis - globo series:map00603
LOCMI05410	LOCMI05410	Endocytosis:map04144
LOCMI15262	LOCMI15262	Endocytosis:map04144
LOCMI08026	LOCMI08026	Homologous recombination:map03440
LOCMI11880	LOCMI11880	Homologous recombination:map03440
LOCMI15907	LOCMI15907	Tryptophan metabolism:map00380
LOCMI00751	LOCMI00751	Tryptophan metabolism:map00380
LOCMI15896	LOCMI15896	Tryptophan metabolism:map00380
LOCMI15940	LOCMI15940	Tryptophan metabolism:map00380
LOCMI09247	LOCMI09247	Basal transcription factors:map03022
LOCMI02908	LOCMI02908	Base excision repair:map03410
LOCMI15907	LOCMI15907	Glycerolipid metabolism:map00561
LOCMI15882	LOCMI15882	Glycerolipid metabolism:map00561
LOCMI16027	LOCMI16027	Glycerolipid metabolism:map00561
LOCMI15896	LOCMI15896	Glycerolipid metabolism:map00561
LOCMI05791	LOCMI05791	Glyoxylate and dicarboxylate metabolism:map00630
LOCMI14004	LOCMI14004	Glyoxylate and dicarboxylate metabolism:map00630
LOCMI00751	LOCMI00751	Glyoxylate and dicarboxylate metabolism:map00630
LOCMI15259	LOCMI15259	Glyoxylate and dicarboxylate metabolism:map00630
LOCMI09283	LOCMI09283	Glycosphingolipid biosynthesis - ganglio series:map00604
LOCMI15907	LOCMI15907	Propanoate metabolism:map00640
LOCMI15896	LOCMI15896	Propanoate metabolism:map00640
LOCMI15940	LOCMI15940	Propanoate metabolism:map00640
LOCMI09384	LOCMI09384	RNA polymerase:map03020
LOCMI03421	LOCMI03421	RNA polymerase:map03020
LOCMI06930	LOCMI06930	RNA polymerase:map03020
LOCMI06409	LOCMI06409	RNA polymerase:map03020
LOCMI10439	LOCMI10439	RNA polymerase:map03020
LOCMI16033	LOCMI16033	Pentose phosphate pathway:map00030
LOCMI08995	LOCMI08995	Pentose phosphate pathway:map00030
LOCMI14671	LOCMI14671	Proteasome:map03050
LOCMI00924	LOCMI00924	Proteasome:map03050
LOCMI01611	LOCMI01611	Proteasome:map03050
LOCMI13695	LOCMI13695	Proteasome:map03050
LOCMI10127	LOCMI10127	Proteasome:map03050
LOCMI15125	LOCMI15125	Proteasome:map03050
LOCMI02745	LOCMI02745	Proteasome:map03050
LOCMI03019	LOCMI03019	Proteasome:map03050
LOCMI01417	LOCMI01417	Proteasome:map03050
LOCMI01205	LOCMI01205	Aminoacyl-tRNA biosynthesis:map00970
LOCMI01152	LOCMI01152	Aminoacyl-tRNA biosynthesis:map00970
LOCMI13091	LOCMI13091	Cysteine and methionine metabolism:map00270
LOCMI01936	LOCMI01936	Protein processing in endoplasmic reticulum:map04141
LOCMI16459	LOCMI16459	Protein processing in endoplasmic reticulum:map04141
LOCMI14553	LOCMI14553	Protein processing in endoplasmic reticulum:map04141
LOCMI05600	LOCMI05600	Protein processing in endoplasmic reticulum:map04141
LOCMI04416	LOCMI04416	Protein processing in endoplasmic reticulum:map04141
LOCMI15493	LOCMI15493	Protein processing in endoplasmic reticulum:map04141
LOCMI15492	LOCMI15492	Protein processing in endoplasmic reticulum:map04141
LOCMI15491	LOCMI15491	Protein processing in endoplasmic reticulum:map04141
LOCMI04087	LOCMI04087	Protein processing in endoplasmic reticulum:map04141
LOCMI10612	LOCMI10612	Protein processing in endoplasmic reticulum:map04141
LOCMI04618	LOCMI04618	Protein processing in endoplasmic reticulum:map04141
LOCMI05622	LOCMI05622	Protein processing in endoplasmic reticulum:map04141
LOCMI15512	LOCMI15512	Protein processing in endoplasmic reticulum:map04141
LOCMI11950	LOCMI11950	Protein processing in endoplasmic reticulum:map04141
LOCMI01517	LOCMI01517	Protein processing in endoplasmic reticulum:map04141
LOCMI01606	LOCMI01606	Protein processing in endoplasmic reticulum:map04141
LOCMI17354	LOCMI17354	Protein processing in endoplasmic reticulum:map04141
LOCMI08663	LOCMI08663	Protein processing in endoplasmic reticulum:map04141
LOCMI05551	LOCMI05551	Ribosome:map03010
LOCMI06804	LOCMI06804	Ribosome:map03010
LOCMI13842	LOCMI13842	Ribosome:map03010
LOCMI08559	LOCMI08559	Ribosome:map03010
LOCMI15205	LOCMI15205	Ribosome:map03010
LOCMI13569	LOCMI13569	Ribosome:map03010
LOCMI07012	LOCMI07012	Ribosome:map03010
LOCMI13315	LOCMI13315	Ribosome:map03010
LOCMI09731	LOCMI09731	Ribosome:map03010
LOCMI09637	LOCMI09637	Ribosome:map03010
LOCMI14132	LOCMI14132	Ribosome:map03010
LOCMI14819	LOCMI14819	Ribosome:map03010
LOCMI10304	LOCMI10304	Ribosome:map03010
LOCMI03696	LOCMI03696	Ribosome:map03010
LOCMI10621	LOCMI10621	Ribosome:map03010
LOCMI01789	LOCMI01789	Ribosome:map03010
LOCMI09539	LOCMI09539	Ribosome:map03010
LOCMI04006	LOCMI04006	Ribosome:map03010
LOCMI08029	LOCMI08029	Ribosome:map03010
LOCMI00130	LOCMI00130	Ribosome:map03010
LOCMI13545	LOCMI13545	Ribosome:map03010
LOCMI07886	LOCMI07886	Ribosome:map03010
LOCMI11190	LOCMI11190	Ribosome:map03010
LOCMI11617	LOCMI11617	Ribosome:map03010
LOCMI05114	LOCMI05114	Ribosome:map03010
LOCMI13370	LOCMI13370	Ribosome:map03010
LOCMI15907	LOCMI15907	Pentose and glucuronate interconversions:map00040
LOCMI03958	LOCMI03958	Pentose and glucuronate interconversions:map00040
LOCMI17046	LOCMI17046	Pentose and glucuronate interconversions:map00040
LOCMI17032	LOCMI17032	Pentose and glucuronate interconversions:map00040
LOCMI13812	LOCMI13812	Pentose and glucuronate interconversions:map00040
LOCMI15882	LOCMI15882	Pentose and glucuronate interconversions:map00040
LOCMI08865	LOCMI08865	Pentose and glucuronate interconversions:map00040
LOCMI13396	LOCMI13396	Pentose and glucuronate interconversions:map00040
LOCMI15896	LOCMI15896	Pentose and glucuronate interconversions:map00040
LOCMI09478	LOCMI09478	Pentose and glucuronate interconversions:map00040
LOCMI15907	LOCMI15907	Lysine degradation:map00310
LOCMI15896	LOCMI15896	Lysine degradation:map00310
LOCMI15940	LOCMI15940	Lysine degradation:map00310
LOCMI13781	LOCMI13781	Lysosome:map04142
LOCMI17173	LOCMI17173	Lysosome:map04142
LOCMI03958	LOCMI03958	Lysosome:map04142
LOCMI16027	LOCMI16027	Lysosome:map04142
LOCMI09283	LOCMI09283	Lysosome:map04142
LOCMI16049	LOCMI16049	Lysosome:map04142
LOCMI17190	LOCMI17190	Lysosome:map04142
LOCMI04276	LOCMI04276	Lysosome:map04142
LOCMI10636	LOCMI10636	Lysosome:map04142
LOCMI15933	LOCMI15933	Lysosome:map04142
LOCMI01253	LOCMI01253	Lysosome:map04142
LOCMI01299	LOCMI01299	Non-homologous end-joining:map03450
LOCMI15035	LOCMI15035	Neuroactive ligand-receptor interaction:map04080
LOCMI12964	LOCMI12964	Neuroactive ligand-receptor interaction:map04080
LOCMI15127	LOCMI15127	Neuroactive ligand-receptor interaction:map04080
LOCMI14004	LOCMI14004	Peroxisome:map04146
LOCMI16255	LOCMI16255	Peroxisome:map04146
LOCMI16252	LOCMI16252	Peroxisome:map04146
LOCMI15853	LOCMI15853	Peroxisome:map04146
LOCMI00751	LOCMI00751	Peroxisome:map04146
LOCMI13554	LOCMI13554	Peroxisome:map04146
LOCMI14807	LOCMI14807	Peroxisome:map04146
LOCMI15545	LOCMI15545	Peroxisome:map04146
LOCMI09038	LOCMI09038	Peroxisome:map04146
LOCMI03958	LOCMI03958	Drug metabolism - other enzymes:map00983
LOCMI17046	LOCMI17046	Drug metabolism - other enzymes:map00983
LOCMI17032	LOCMI17032	Drug metabolism - other enzymes:map00983
LOCMI15586	LOCMI15586	Drug metabolism - other enzymes:map00983
LOCMI15639	LOCMI15639	Drug metabolism - other enzymes:map00983
LOCMI17046	LOCMI17046	Metabolism of xenobiotics by cytochrome P450:map00980
LOCMI17032	LOCMI17032	Metabolism of xenobiotics by cytochrome P450:map00980
LOCMI15716	LOCMI15716	Metabolism of xenobiotics by cytochrome P450:map00980
LOCMI15698	LOCMI15698	Metabolism of xenobiotics by cytochrome P450:map00980
LOCMI15707	LOCMI15707	Metabolism of xenobiotics by cytochrome P450:map00980
LOCMI08143	LOCMI08143	Metabolism of xenobiotics by cytochrome P450:map00980
LOCMI17143	LOCMI17143	Insect hormone biosynthesis:map00981
LOCMI15493	LOCMI15493	Protein export:map03060
LOCMI15492	LOCMI15492	Protein export:map03060
LOCMI07265	LOCMI07265	Protein export:map03060
LOCMI10612	LOCMI10612	Protein export:map03060
LOCMI09667	LOCMI09667	Butanoate metabolism:map00650
LOCMI15796	LOCMI15796	Butanoate metabolism:map00650
LOCMI15940	LOCMI15940	Butanoate metabolism:map00650
LOCMI00700	LOCMI00700	Steroid biosynthesis:map00100
LOCMI14208	LOCMI14208	Hippo signaling pathway -fly:map04391
LOCMI04541	LOCMI04541	Hippo signaling pathway -fly:map04391
LOCMI15853	LOCMI15853	Fatty acid metabolism:map01212
LOCMI16046	LOCMI16046	Fatty acid metabolism:map01212
LOCMI15940	LOCMI15940	Fatty acid metabolism:map01212
LOCMI16875	LOCMI16875	Biosynthesis of amino acids:map01230
LOCMI15780	LOCMI15780	Biosynthesis of amino acids:map01230
LOCMI15907	LOCMI15907	Ascorbate and aldarate metabolism:map00053
LOCMI17046	LOCMI17046	Ascorbate and aldarate metabolism:map00053
LOCMI17032	LOCMI17032	Ascorbate and aldarate metabolism:map00053
LOCMI08865	LOCMI08865	Ascorbate and aldarate metabolism:map00053
LOCMI15896	LOCMI15896	Ascorbate and aldarate metabolism:map00053
LOCMI15918	LOCMI15918	Citrate cycle (TCA cycle):map00020
LOCMI15796	LOCMI15796	Citrate cycle (TCA cycle):map00020
LOCMI16123	LOCMI16123	Notch signaling pathway:map04330
LOCMI16121	LOCMI16121	Notch signaling pathway:map04330
LOCMI08265	LOCMI08265	Notch signaling pathway:map04330
LOCMI16459	LOCMI16459	Wnt signaling pathway:map04310
