GO-Elite ORA Results
File:
Table:
colors:
1/13/2015
Locusta migratoria
Pvalues = true
Calculation Summary:
68 Ensembl source identifiers supplied in the input file:Gegg-VS-Segg.up.txt
68 source identifiers meeting the filter linked to a Ensembl ID.
14 genes meeting the criterion linked to a term.
8861 source identifiers in this dataset.
8861 source identifiers linked to a Ensembl ID.
2427 Genes linked to a term.
The z score is based on an N of 2427 and a R of 14 distinct genes in all terms.

Gene-Set Name	Number Changed	Number Measured	Number in Gene-Set	Percent Changed	Percent Present	Z Score	PermuteP	AdjustedP
Inositol phosphate metabolism:map00562	0	38	38	0.0	100.0	-0.473167033222	1.0	1.0
Fatty acid degradation:map00071	0	38	38	0.0	100.0	-0.473167033222	1.0	1.0
Valine, leucine and isoleucine degradation:map00280	0	39	39	0.0	100.0	-0.479452842158	1.0	1.0
Phosphatidylinositol signaling system:map04070	0	40	40	0.0	100.0	-0.485662466683	1.0	1.0
Nucleotide excision repair:map03420	0	40	40	0.0	100.0	-0.485662466683	1.0	1.0
Drug metabolism - cytochrome P450:map00982	0	40	40	0.0	100.0	-0.485662466683	1.0	1.0
Ascorbate and aldarate metabolism:map00053	0	40	40	0.0	100.0	-0.485662466683	1.0	1.0
Arginine and proline metabolism:map00330	0	40	40	0.0	100.0	-0.485662466683	1.0	1.0
Pyruvate metabolism:map00620	0	41	41	0.0	100.0	-0.491798799011	1.0	1.0
Glycolysis / Gluconeogenesis:map00010	0	41	41	0.0	100.0	-0.491798799011	1.0	1.0
Fatty acid metabolism:map01212	0	42	42	0.0	100.0	-0.497864555542	1.0	1.0
Porphyrin and chlorophyll metabolism:map00860	0	43	43	0.0	100.0	-0.503862291448	1.0	1.0
Aminoacyl-tRNA biosynthesis:map00970	0	43	43	0.0	100.0	-0.503862291448	1.0	1.0
Metabolism of xenobiotics by cytochrome P450:map00980	0	44	44	0.0	100.0	-0.509794413743	1.0	1.0
Hippo signaling pathway -fly:map04391	0	44	44	0.0	100.0	-0.509794413743	1.0	1.0
Glutathione metabolism:map00480	0	44	44	0.0	100.0	-0.509794413743	1.0	1.0
Drug metabolism - other enzymes:map00983	0	44	44	0.0	100.0	-0.509794413743	1.0	1.0
Amino sugar and nucleotide sugar metabolism:map00520	0	44	44	0.0	100.0	-0.509794413743	1.0	1.0
Pentose and glucuronate interconversions:map00040	0	47	47	0.0	100.0	-0.52721918519	1.0	1.0
Glycerophospholipid metabolism:map00564	0	47	47	0.0	100.0	-0.52721918519	1.0	1.0
Neuroactive ligand-receptor interaction:map04080	0	48	48	0.0	100.0	-0.532910347275	1.0	1.0
Starch and sucrose metabolism:map00500	0	53	53	0.0	100.0	-0.560568038969	1.0	1.0
FoxO signaling pathway:map04068	0	54	54	0.0	100.0	-0.565950914415	1.0	1.0
Biosynthesis of amino acids:map01230	0	54	54	0.0	100.0	-0.565950914415	1.0	1.0
RNA degradation:map03018	0	57	57	0.0	100.0	-0.581827186125	1.0	1.0
Wnt signaling pathway:map04310	0	58	58	0.0	100.0	-0.587032602354	1.0	1.0
Ribosome biogenesis in eukaryotes:map03008	0	64	64	0.0	100.0	-0.617431640553	1.0	1.0
mRNA surveillance pathway:map03015	0	65	65	0.0	100.0	-0.622368332741	1.0	1.0
Peroxisome:map04146	0	66	66	0.0	100.0	-0.627270306264	1.0	1.0
Carbon metabolism:map01200	0	88	88	0.0	100.0	-0.727707716807	0.658	1.0
RNA transport:map03013	0	117	117	0.0	100.0	-0.844340645323	0.632	1.0
Protein processing in endoplasmic reticulum:map04141	0	117	117	0.0	100.0	-0.844340645323	0.6065	1.0
Spliceosome:map03040	0	123	123	0.0	100.0	-0.86684624748	0.63	1.0
Ribosome:map03010	0	139	139	0.0	100.0	-0.924719775347	0.6415	1.0
