GO-Elite ORA Results
File:
Table:
colors:
1/13/2015
Locusta migratoria
Pvalues = true
Calculation Summary:
609 Ensembl source identifiers supplied in the input file:Gadult-VS-Sadult.up.txt
609 source identifiers meeting the filter linked to a Ensembl ID.
128 genes meeting the criterion linked to a term.
8861 source identifiers in this dataset.
8861 source identifiers linked to a Ensembl ID.
2427 Genes linked to a term.
The z score is based on an N of 2427 and a R of 128 distinct genes in all terms.

Gene-Set Name	Number Changed	Number Measured	Number in Gene-Set	Percent Changed	Percent Present	Z Score	PermuteP	AdjustedP
Nicotinate and nicotinamide metabolism:map00760	1	13	13	7.69230769231	100.0	0.391070590134	0.59	1.0
Retinol metabolism:map00830	2	30	30	6.66666666667	100.0	0.343331964445	0.8845	1.0
2-Oxocarboxylic acid metabolism:map01210	1	14	14	7.14285714286	100.0	0.313690939053	0.644	1.0
Pyrimidine metabolism:map00240	5	83	83	6.02409638554	100.0	0.311040930368	0.8405	1.0
One carbon pool by folate:map00670	1	15	15	6.66666666667	100.0	0.242016293768	0.6405	1.0
mTOR signaling pathway:map04150	2	34	34	5.88235294118	100.0	0.159795239547	0.907	1.0
Hedgehog signaling pathway:map04340	1	17	17	5.88235294118	100.0	0.112593071659	0.6975	1.0
Butanoate metabolism:map00650	1	17	17	5.88235294118	100.0	0.112593071659	0.7125	1.0
Protein export:map03060	1	18	18	5.55555555556	100.0	0.0536316781902	0.7395	1.0
Histidine metabolism:map00340	1	19	19	5.26315789474	100.0	-0.00212244228964	0.736	1.0
Regulation of autophagy:map04140	1	20	20	5.0	100.0	-0.0550388721495	0.7505	1.0
Arginine and proline metabolism:map00330	2	40	40	5.0	100.0	-0.078162125216	0.9495	1.0
Notch signaling pathway:map04330	1	21	21	4.7619047619	100.0	-0.10542751652	0.7785	1.0
Terpenoid backbone biosynthesis:map00900	1	22	22	4.54545454545	100.0	-0.153550646167	0.8175	1.0
Metabolism of xenobiotics by cytochrome P450:map00980	2	44	44	4.54545454545	100.0	-0.218153490099	0.9585	1.0
Lysine degradation:map00310	2	44	44	4.54545454545	100.0	-0.218153490099	0.9635	1.0
Drug metabolism - other enzymes:map00983	2	44	44	4.54545454545	100.0	-0.218153490099	0.957	1.0
beta-Alanine metabolism:map00410	1	24	24	4.16666666667	100.0	-0.243864248813	0.811	1.0
Galactose metabolism:map00052	1	24	24	4.16666666667	100.0	-0.243864248813	0.8095	1.0
Fructose and mannose metabolism:map00051	1	25	25	4.0	100.0	-0.286413784517	0.838	1.0
Pentose and glucuronate interconversions:map00040	2	47	47	4.25531914894	100.0	-0.315456621933	0.962	1.0
Glycerophospholipid metabolism:map00564	2	47	47	4.25531914894	100.0	-0.315456621933	0.9695	1.0
Glycosaminoglycan biosynthesis - keratan sulfate:map00533	0	2	2	0.0	100.0	-0.33376440903	1.0	1.0
Propanoate metabolism:map00640	1	27	27	3.7037037037	100.0	-0.367027664035	0.854	1.0
Alanine, aspartate and glutamate metabolism:map00250	1	27	27	3.7037037037	100.0	-0.367027664035	0.8745	1.0
Vitamin B6 metabolism:map00750	0	3	3	0.0	100.0	-0.408860558051	1.0	1.0
Valine, leucine and isoleucine biosynthesis:map00290	0	3	3	0.0	100.0	-0.408860558051	1.0	1.0
Thiamine metabolism:map00730	0	3	3	0.0	100.0	-0.408860558051	1.0	1.0
Lipoic acid metabolism:map00785	0	3	3	0.0	100.0	-0.408860558051	1.0	1.0
D-Glutamine and D-glutamate metabolism:map00471	0	3	3	0.0	100.0	-0.408860558051	1.0	1.0
Riboflavin metabolism:map00740	0	4	4	0.0	100.0	-0.472208919382	1.0	1.0
Glycosphingolipid biosynthesis - lacto and neolacto series:map00601	0	4	4	0.0	100.0	-0.472208919382	1.0	1.0
Glycosphingolipid biosynthesis - ganglio series:map00604	0	4	4	0.0	100.0	-0.472208919382	1.0	1.0
Fanconi anemia pathway:map03460	1	31	31	3.22580645161	100.0	-0.513392255119	0.6095	1.0
Ribosome:map03010	6	139	139	4.31654676259	100.0	-0.520041545093	0.7585	1.0
FoxO signaling pathway:map04068	2	54	54	3.7037037037	100.0	-0.522000055543	0.781	1.0
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate:map00532	0	5	5	0.0	100.0	-0.528054600012	1.0	1.0
Glycosphingolipid biosynthesis - globo series:map00603	0	6	6	0.0	100.0	-0.578574285803	1.0	1.0
Fatty acid biosynthesis:map00061	0	6	6	0.0	100.0	-0.578574285803	1.0	1.0
RNA degradation:map03018	2	57	57	3.50877192982	100.0	-0.603260634532	0.5775	1.0
Spliceosome:map03040	5	123	123	4.06504065041	100.0	-0.615550965397	0.768	1.0
Cyanoamino acid metabolism:map00460	0	7	7	0.0	100.0	-0.625060758283	1.0	1.0
Basal transcription factors:map03022	1	35	35	2.85714285714	100.0	-0.644236412008	0.6715	1.0
Taurine and hypotaurine metabolism:map00430	0	8	8	0.0	100.0	-0.668356162503	1.0	1.0
Sulfur metabolism:map00920	0	8	8	0.0	100.0	-0.668356162503	1.0	1.0
Steroid biosynthesis:map00100	0	8	8	0.0	100.0	-0.668356162503	1.0	1.0
Linoleic acid metabolism:map00591	0	8	8	0.0	100.0	-0.668356162503	1.0	1.0
Sulfur relay system:map04122	0	9	9	0.0	100.0	-0.709045334811	1.0	1.0
Non-homologous end-joining:map03450	0	9	9	0.0	100.0	-0.709045334811	1.0	1.0
Selenocompound metabolism:map00450	0	10	10	0.0	100.0	-0.747554004485	0.628	1.0
Endocytosis:map04144	3	86	86	3.48837209302	100.0	-0.754189337328	0.528	1.0
Ubiquinone and other terpenoid-quinone biosynthesis:map00130	0	11	11	0.0	100.0	-0.784203497795	0.639	1.0
Glycosaminoglycan biosynthesis - heparan sulfate / heparin:map00534	0	11	11	0.0	100.0	-0.784203497795	0.6005	1.0
Phosphatidylinositol signaling system:map04070	1	40	40	2.5	100.0	-0.791318057168	0.4655	1.0
Drug metabolism - cytochrome P450:map00982	1	40	40	2.5	100.0	-0.791318057168	0.4865	1.0
alpha-Linolenic acid metabolism:map00592	0	12	12	0.0	100.0	-0.819243403085	0.613	1.0
Peroxisome:map04146	2	66	66	3.0303030303	100.0	-0.826664026867	0.622	1.0
Other types of O-glycan biosynthesis:map00514	0	13	13	0.0	100.0	-0.852872165115	0.6125	1.0
Porphyrin and chlorophyll metabolism:map00860	1	43	43	2.32558139535	100.0	-0.872591685982	0.506	1.0
Aminoacyl-tRNA biosynthesis:map00970	1	43	43	2.32558139535	100.0	-0.872591685982	0.4875	1.0
Other glycan degradation:map00511	0	14	14	0.0	100.0	-0.885250650053	0.623	1.0
Fatty acid elongation:map00062	0	14	14	0.0	100.0	-0.885250650053	0.6145	1.0
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:map00563	0	15	15	0.0	100.0	-0.916511408352	0.603	1.0
Folate biosynthesis:map00790	0	15	15	0.0	100.0	-0.916511408352	0.604	1.0
Biosynthesis of unsaturated fatty acids:map01040	0	15	15	0.0	100.0	-0.916511408352	0.6155	1.0
RNA transport:map03013	4	117	117	3.4188034188	100.0	-0.920063438999	0.508	1.0
Protein processing in endoplasmic reticulum:map04141	4	117	117	3.4188034188	100.0	-0.920063438999	0.517	1.0
Glycosaminoglycan degradation:map00531	0	16	16	0.0	100.0	-0.946765194096	0.6085	1.0
Ether lipid metabolism:map00565	0	17	17	0.0	100.0	-0.976105673029	0.617	1.0
Lysosome:map04142	2	74	74	2.7027027027	100.0	-1.00484258697	0.502	1.0
SNARE interactions in vesicular transport:map04130	0	20	20	0.0	100.0	-1.05939483235	0.389	1.0
ABC transporters:map02010	0	20	20	0.0	100.0	-1.05939483235	0.396	1.0
Oxidative phosphorylation:map00190	3	102	102	2.94117647059	100.0	-1.07674125165	0.464	1.0
Mismatch repair:map03430	0	22	22	0.0	100.0	-1.11156457482	0.4155	1.0
Homologous recombination:map03440	0	24	24	0.0	100.0	-1.16147437574	0.418	1.0
Base excision repair:map03410	0	25	25	0.0	100.0	-1.18567155298	0.4	1.0
TGF-beta signaling pathway:map04350	0	29	29	0.0	100.0	-1.27807196055	0.2565	1.0
Glycine, serine and threonine metabolism:map00260	0	30	30	0.0	100.0	-1.3001920547	0.261	1.0
N-Glycan biosynthesis:map00510	0	32	32	0.0	100.0	-1.34339314459	0.2825	1.0
Ribosome biogenesis in eukaryotes:map03008	1	64	64	1.5625	100.0	-1.34601032604	0.323	1.0
mRNA surveillance pathway:map03015	1	65	65	1.53846153846	100.0	-1.36555986482	0.3185	1.0
Glycerolipid metabolism:map00561	0	35	35	0.0	100.0	-1.40583493707	0.2885	1.0
DNA replication:map03030	0	36	36	0.0	100.0	-1.42607497797	0.324	1.0
Fatty acid degradation:map00071	0	38	38	0.0	100.0	-1.46576592351	0.1835	1.0
Valine, leucine and isoleucine degradation:map00280	0	39	39	0.0	100.0	-1.48523795747	0.186	1.0
Nucleotide excision repair:map03420	0	40	40	0.0	100.0	-1.50447398912	0.1875	1.0
Ubiquitin mediated proteolysis:map04120	2	102	102	1.96078431373	100.0	-1.5292522504	0.286	1.0
Fatty acid metabolism:map01212	0	42	42	0.0	100.0	-1.54227333859	0.1945	1.0
Neuroactive ligand-receptor interaction:map04080	0	48	48	0.0	100.0	-1.650837384	0.137	1.0
