GO-Elite ORA Results
File:
Table:
Database: Based on OBO-Database version: 6/14/2011
colors:
1/13/2015
Locusta migratoria
Pvalues = true
Calculation Summary:
68 Ensembl source identifiers supplied in the input file:Gegg-VS-Segg.up.txt
68 source identifiers meeting the filter linked to a Ensembl ID.
65 genes meeting the criterion linked to a term.
8861 source identifiers in this dataset.
8861 source identifiers linked to a Ensembl ID.
8448 Genes linked to a term.
The z score is based on an N of 8448 and a R of 65 distinct genes in all terms.

Ontology-ID	Ontology Name	Ontology Type	Number Changed	Number Measured	Number in Ontology	Percent Changed	Percent Present	Z Score	PermuteP	AdjustedP
GO:0072522	purine-containing compound biosynthetic process	biological_process	3	92	93	3.26086956522	98.9247311828	2.74977260122	0.0325	0.426931818182
GO:0044283	small molecule biosynthetic process	biological_process	3	92	93	3.26086956522	98.9247311828	2.74977260122	0.0325	0.426931818182
GO:0034654	nucleobase, nucleoside, nucleotide and nucleic acid biosynthetic process	biological_process	3	92	93	3.26086956522	98.9247311828	2.74977260122	0.0325	0.426931818182
GO:0034404	nucleobase, nucleoside and nucleotide biosynthetic process	biological_process	3	92	93	3.26086956522	98.9247311828	2.74977260122	0.0325	0.426931818182
GO:0009165	nucleotide biosynthetic process	biological_process	3	92	93	3.26086956522	98.9247311828	2.74977260122	0.0325	0.426931818182
GO:0006164	purine nucleotide biosynthetic process	biological_process	3	92	93	3.26086956522	98.9247311828	2.74977260122	0.0325	0.426931818182
GO:0006163	purine nucleotide metabolic process	biological_process	3	92	93	3.26086956522	98.9247311828	2.74977260122	0.0325	0.426931818182
GO:0004198	calcium-dependent cysteine-type endopeptidase activity	molecular_function	1	14	14	7.14285714286	100.0	2.73130470367	0.0955	0.607165137615
GO:0004197	cysteine-type endopeptidase activity	molecular_function	1	14	14	7.14285714286	100.0	2.73130470367	0.0955	0.607165137615
GO:0072521	purine-containing compound metabolic process	biological_process	3	95	96	3.15789473684	98.9583333333	2.67923772544	0.0375	0.442346938776
GO:0055086	nucleobase, nucleoside and nucleotide metabolic process	biological_process	3	95	96	3.15789473684	98.9583333333	2.67923772544	0.0375	0.442346938776
GO:0009117	nucleotide metabolic process	biological_process	3	95	96	3.15789473684	98.9583333333	2.67923772544	0.0375	0.442346938776
GO:0006753	nucleoside phosphate metabolic process	biological_process	3	95	96	3.15789473684	98.9583333333	2.67923772544	0.0375	0.442346938776
GO:0055114	oxidation-reduction process	biological_process	9	515	515	1.74757281553	100.0	2.62146159371	0.017	0.38834375
GO:0006732	coenzyme metabolic process	biological_process	1	15	15	6.66666666667	100.0	2.61609275609	0.101	0.607165137615
GO:0051186	cofactor metabolic process	biological_process	1	16	16	6.25	100.0	2.51113764734	0.1095	0.607165137615
GO:0051234	establishment of localization	biological_process	14	992	992	1.41129032258	100.0	2.46265594747	0.023	0.391
GO:0006810	transport	biological_process	14	992	992	1.41129032258	100.0	2.46265594747	0.023	0.391
GO:0005737	cytoplasm	cellular_component	10	634	634	1.57728706625	100.0	2.42047386937	0.024	0.396342857143
GO:0006605	protein targeting	biological_process	1	17	17	5.88235294118	100.0	2.41492895405	0.1285	0.657475
GO:0009124	nucleoside monophosphate biosynthetic process	biological_process	1	18	19	5.55555555556	94.7368421053	2.32625246896	0.1335	0.657475
GO:0009123	nucleoside monophosphate metabolic process	biological_process	1	18	19	5.55555555556	94.7368421053	2.32625246896	0.1335	0.657475
GO:0045184	establishment of protein localization	biological_process	4	183	183	2.18579234973	100.0	2.21683046038	0.045	0.49620754717
GO:0015031	protein transport	biological_process	4	183	183	2.18579234973	100.0	2.21683046038	0.045	0.49620754717
GO:0006886	intracellular protein transport	biological_process	3	121	121	2.47933884298	100.0	2.16807574352	0.065	0.560746268657
GO:0044444	cytoplasmic part	cellular_component	5	265	265	1.88679245283	100.0	2.11502804459	0.049	0.524481481481
GO:0004175	endopeptidase activity	molecular_function	5	266	266	1.87969924812	100.0	2.10569191564	0.055	0.55431147541
GO:0046034	ATP metabolic process	biological_process	2	68	68	2.94117647059	100.0	2.05775533396	0.1015	0.607165137615
GO:0006754	ATP biosynthetic process	biological_process	2	68	68	2.94117647059	100.0	2.05775533396	0.1015	0.607165137615
GO:0070003	threonine-type peptidase activity	molecular_function	1	22	22	4.54545454545	100.0	2.02948633643	0.151	0.698224
GO:0005839	proteasome core complex	cellular_component	1	22	22	4.54545454545	100.0	2.02948633643	0.151	0.698224
GO:0004298	threonine-type endopeptidase activity	molecular_function	1	22	22	4.54545454545	100.0	2.02948633643	0.151	0.698224
GO:0005215	transporter activity	molecular_function	9	631	631	1.42630744849	100.0	1.96308469106	0.0565	0.55431147541
GO:0044459	plasma membrane part	cellular_component	2	74	74	2.7027027027	100.0	1.91159148557	0.105	0.607165137615
GO:0009206	purine ribonucleoside triphosphate biosynthetic process	biological_process	2	74	74	2.7027027027	100.0	1.91159148557	0.1135	0.607165137615
GO:0009205	purine ribonucleoside triphosphate metabolic process	biological_process	2	74	74	2.7027027027	100.0	1.91159148557	0.1135	0.607165137615
GO:0009201	ribonucleoside triphosphate biosynthetic process	biological_process	2	74	74	2.7027027027	100.0	1.91159148557	0.1135	0.607165137615
GO:0009199	ribonucleoside triphosphate metabolic process	biological_process	2	74	74	2.7027027027	100.0	1.91159148557	0.1135	0.607165137615
GO:0009145	purine nucleoside triphosphate biosynthetic process	biological_process	2	74	74	2.7027027027	100.0	1.91159148557	0.1135	0.607165137615
GO:0009144	purine nucleoside triphosphate metabolic process	biological_process	2	74	74	2.7027027027	100.0	1.91159148557	0.1135	0.607165137615
GO:0009142	nucleoside triphosphate biosynthetic process	biological_process	2	74	74	2.7027027027	100.0	1.91159148557	0.1135	0.607165137615
GO:0009141	nucleoside triphosphate metabolic process	biological_process	2	74	74	2.7027027027	100.0	1.91159148557	0.1135	0.607165137615
GO:0070011	peptidase activity, acting on L-amino acid peptides	molecular_function	6	372	372	1.61290322581	100.0	1.90415445224	0.0645	0.560746268657
GO:0008233	peptidase activity	molecular_function	6	372	372	1.61290322581	100.0	1.90415445224	0.0645	0.560746268657
GO:0004252	serine-type endopeptidase activity	molecular_function	3	146	146	2.05479452055	100.0	1.79294058134	0.1035	0.607165137615
GO:0009260	ribonucleotide biosynthetic process	biological_process	2	82	83	2.43902439024	98.7951807229	1.73865000984	0.1345	0.657475
GO:0009259	ribonucleotide metabolic process	biological_process	2	82	83	2.43902439024	98.7951807229	1.73865000984	0.1345	0.657475
GO:0009152	purine ribonucleotide biosynthetic process	biological_process	2	82	83	2.43902439024	98.7951807229	1.73865000984	0.1345	0.657475
GO:0009150	purine ribonucleotide metabolic process	biological_process	2	82	83	2.43902439024	98.7951807229	1.73865000984	0.1345	0.657475
GO:0043234	protein complex	cellular_component	6	397	397	1.51133501259	100.0	1.73291558889	0.0855	0.607165137615
GO:0044446	intracellular organelle part	cellular_component	4	242	242	1.65289256198	100.0	1.59583223858	0.1145	0.607165137615
GO:0044422	organelle part	cellular_component	4	242	242	1.65289256198	100.0	1.59583223858	0.1145	0.607165137615
GO:0006508	proteolysis	biological_process	6	422	422	1.42180094787	100.0	1.57348062167	0.11	0.607165137615
GO:0006457	protein folding	biological_process	2	91	91	2.1978021978	100.0	1.56780061327	0.1665	0.7518515625
GO:0017171	serine hydrolase activity	molecular_function	3	167	167	1.79640718563	100.0	1.5340291781	0.1365	0.657475
GO:0008236	serine-type peptidase activity	molecular_function	3	167	167	1.79640718563	100.0	1.5340291781	0.1365	0.657475
GO:0043687	post-translational protein modification	biological_process	1	35	35	2.85714285714	100.0	1.41638606725	0.2385	1.0
GO:0032991	macromolecular complex	cellular_component	7	574	574	1.21951219512	100.0	1.27824862765	0.1875	0.821022727273
GO:0008234	cysteine-type peptidase activity	molecular_function	1	48	48	2.08333333333	100.0	1.04471730882	0.3125	1.0
GO:0006811	ion transport	biological_process	3	226	226	1.32743362832	100.0	0.973115908236	0.2515	1.0
GO:0003824	catalytic activity	molecular_function	30	3419	3420	0.877449546651	99.9707602339	0.936976404579	0.384	1.0
GO:0003674	molecular_function	molecular_function	60	7504	7505	0.799573560768	99.9866755496	0.894438148197	0.506	1.0
GO:0016798	hydrolase activity, acting on glycosyl bonds	molecular_function	2	148	148	1.35135135135	100.0	0.817367983325	0.313	1.0
GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	2	148	148	1.35135135135	100.0	0.817367983325	0.313	1.0
GO:0044424	intracellular part	cellular_component	12	1289	1289	0.930954228084	100.0	0.720995782685	0.486	1.0
GO:0005975	carbohydrate metabolic process	biological_process	4	368	368	1.08695652174	100.0	0.712804434147	0.4765	1.0
GO:0004518	nuclease activity	molecular_function	1	65	65	1.53846153846	100.0	0.712294360218	0.3975	1.0
GO:0044281	small molecule metabolic process	biological_process	3	264	265	1.13636363636	99.6226415094	0.693227340333	0.581	1.0
GO:0046872	metal ion binding	molecular_function	11	1185	1185	0.928270042194	100.0	0.674926837188	0.5875	1.0
GO:0043169	cation binding	molecular_function	11	1185	1185	0.928270042194	100.0	0.674926837188	0.5875	1.0
GO:0043167	ion binding	molecular_function	11	1185	1185	0.928270042194	100.0	0.674926837188	0.5875	1.0
GO:0044249	cellular biosynthetic process	biological_process	5	486	487	1.02880658436	99.794661191	0.674085867727	0.5515	1.0
GO:0009058	biosynthetic process	biological_process	5	486	487	1.02880658436	99.794661191	0.674085867727	0.5515	1.0
GO:0046906	tetrapyrrole binding	molecular_function	2	167	167	1.19760479042	100.0	0.639593502997	0.378	1.0
GO:0020037	heme binding	molecular_function	2	167	167	1.19760479042	100.0	0.639593502997	0.378	1.0
GO:0005506	iron ion binding	molecular_function	2	174	174	1.14942528736	100.0	0.579646722581	0.3985	1.0
GO:0051603	proteolysis involved in cellular protein catabolic process	biological_process	1	77	77	1.2987012987	100.0	0.533946599306	0.438	1.0
GO:0005622	intracellular	cellular_component	17	1994	1994	0.852557673019	100.0	0.48610702817	0.6545	1.0
GO:0016779	nucleotidyltransferase activity	molecular_function	1	81	81	1.23456790123	100.0	0.481397776914	0.459	1.0
GO:0006464	protein modification process	biological_process	1	81	81	1.23456790123	100.0	0.481397776914	0.4645	1.0
GO:0019538	protein metabolic process	biological_process	11	1254	1254	0.877192982456	100.0	0.473315677123	0.72	1.0
GO:0008150	biological_process	biological_process	41	5087	5088	0.805976017299	99.9803459119	0.47313908008	0.7195	1.0
GO:0005509	calcium ion binding	molecular_function	2	188	188	1.06382978723	100.0	0.467197370599	0.4235	1.0
GO:0016881	acid-amino acid ligase activity	molecular_function	1	84	84	1.19047619048	100.0	0.443842385651	0.492	1.0
GO:0016879	ligase activity, forming carbon-nitrogen bonds	molecular_function	1	84	84	1.19047619048	100.0	0.443842385651	0.492	1.0
GO:0008152	metabolic process	biological_process	28	3442	3443	0.813480534573	99.970955562	0.384351605664	0.7085	1.0
GO:0043412	macromolecule modification	biological_process	1	91	91	1.0989010989	100.0	0.361646384974	0.505	1.0
GO:0055085	transmembrane transport	biological_process	4	451	451	0.886917960089	100.0	0.293514871915	0.7565	1.0
GO:0008237	metallopeptidase activity	molecular_function	1	120	120	0.833333333333	100.0	0.0807065644144	0.6155	1.0
GO:0016787	hydrolase activity	molecular_function	11	1419	1419	0.77519379845	100.0	0.0273205917002	1.0	1.0
GO:0046914	transition metal ion binding	molecular_function	7	926	926	0.755939524838	100.0	-0.0497236829564	0.999	1.0
GO:0016874	ligase activity	molecular_function	1	139	139	0.719424460432	100.0	-0.0680066148064	0.6785	1.0
GO:0051015	actin filament binding	molecular_function	0	1	1	0.0	100.0	-0.0880555928203	1.0	1.0
GO:0042440	pigment metabolic process	biological_process	0	1	1	0.0	100.0	-0.0880555928203	1.0	1.0
GO:0042168	heme metabolic process	biological_process	0	1	1	0.0	100.0	-0.0880555928203	1.0	1.0
GO:0016823	hydrolase activity, acting on acid carbon-carbon bonds, in ketonic substances	molecular_function	0	1	1	0.0	100.0	-0.0880555928203	1.0	1.0
GO:0016822	hydrolase activity, acting on acid carbon-carbon bonds	molecular_function	0	1	1	0.0	100.0	-0.0880555928203	1.0	1.0
GO:0016765	transferase activity, transferring alkyl or aryl (other than methyl) groups	molecular_function	0	1	1	0.0	100.0	-0.0880555928203	1.0	1.0
GO:0008092	cytoskeletal protein binding	molecular_function	0	1	1	0.0	100.0	-0.0880555928203	1.0	1.0
GO:0006788	heme oxidation	biological_process	0	1	1	0.0	100.0	-0.0880555928203	1.0	1.0
GO:0006778	porphyrin metabolic process	biological_process	0	1	1	0.0	100.0	-0.0880555928203	1.0	1.0
GO:0004418	hydroxymethylbilane synthase activity	molecular_function	0	1	1	0.0	100.0	-0.0880555928203	1.0	1.0
GO:0004392	heme oxygenase (decyclizing) activity	molecular_function	0	1	1	0.0	100.0	-0.0880555928203	1.0	1.0
GO:0004334	fumarylacetoacetase activity	molecular_function	0	1	1	0.0	100.0	-0.0880555928203	1.0	1.0
GO:0003779	actin binding	molecular_function	0	1	1	0.0	100.0	-0.0880555928203	1.0	1.0
GO:0035556	intracellular signal transduction	biological_process	1	145	145	0.689655172414	100.0	-0.110863319784	0.6865	1.0
GO:0007264	small GTPase mediated signal transduction	biological_process	1	145	145	0.689655172414	100.0	-0.110863319784	0.6865	1.0
GO:0044262	cellular carbohydrate metabolic process	biological_process	0	2	2	0.0	100.0	-0.124536785485	1.0	1.0
GO:0034706	sodium channel complex	cellular_component	0	2	2	0.0	100.0	-0.124536785485	1.0	1.0
GO:0034703	cation channel complex	cellular_component	0	2	2	0.0	100.0	-0.124536785485	1.0	1.0
GO:0034702	ion channel complex	cellular_component	0	2	2	0.0	100.0	-0.124536785485	1.0	1.0
GO:0022843	voltage-gated cation channel activity	molecular_function	0	2	2	0.0	100.0	-0.124536785485	1.0	1.0
GO:0022836	gated channel activity	molecular_function	0	2	2	0.0	100.0	-0.124536785485	1.0	1.0
GO:0022832	voltage-gated channel activity	molecular_function	0	2	2	0.0	100.0	-0.124536785485	1.0	1.0
GO:0019673	GDP-mannose metabolic process	biological_process	0	2	2	0.0	100.0	-0.124536785485	1.0	1.0
GO:0019318	hexose metabolic process	biological_process	0	2	2	0.0	100.0	-0.124536785485	1.0	1.0
GO:0016836	hydro-lyase activity	molecular_function	0	2	2	0.0	100.0	-0.124536785485	1.0	1.0
GO:0016423	tRNA (guanine) methyltransferase activity	molecular_function	0	2	2	0.0	100.0	-0.124536785485	1.0	1.0
GO:0009225	nucleotide-sugar metabolic process	biological_process	0	2	2	0.0	100.0	-0.124536785485	1.0	1.0
GO:0008757	S-adenosylmethionine-dependent methyltransferase activity	molecular_function	0	2	2	0.0	100.0	-0.124536785485	1.0	1.0
GO:0008446	GDP-mannose 4,6-dehydratase activity	molecular_function	0	2	2	0.0	100.0	-0.124536785485	1.0	1.0
GO:0008175	tRNA methyltransferase activity	molecular_function	0	2	2	0.0	100.0	-0.124536785485	1.0	1.0
GO:0008173	RNA methyltransferase activity	molecular_function	0	2	2	0.0	100.0	-0.124536785485	1.0	1.0
GO:0008170	N-methyltransferase activity	molecular_function	0	2	2	0.0	100.0	-0.124536785485	1.0	1.0
GO:0006430	lysyl-tRNA aminoacylation	biological_process	0	2	2	0.0	100.0	-0.124536785485	1.0	1.0
GO:0006269	DNA replication, synthesis of RNA primer	biological_process	0	2	2	0.0	100.0	-0.124536785485	1.0	1.0
GO:0006066	alcohol metabolic process	biological_process	0	2	2	0.0	100.0	-0.124536785485	1.0	1.0
GO:0006013	mannose metabolic process	biological_process	0	2	2	0.0	100.0	-0.124536785485	1.0	1.0
GO:0005996	monosaccharide metabolic process	biological_process	0	2	2	0.0	100.0	-0.124536785485	1.0	1.0
GO:0005272	sodium channel activity	molecular_function	0	2	2	0.0	100.0	-0.124536785485	1.0	1.0
GO:0005261	cation channel activity	molecular_function	0	2	2	0.0	100.0	-0.124536785485	1.0	1.0
GO:0005248	voltage-gated sodium channel activity	molecular_function	0	2	2	0.0	100.0	-0.124536785485	1.0	1.0
GO:0005244	voltage-gated ion channel activity	molecular_function	0	2	2	0.0	100.0	-0.124536785485	1.0	1.0
GO:0004824	lysine-tRNA ligase activity	molecular_function	0	2	2	0.0	100.0	-0.124536785485	1.0	1.0
GO:0004809	tRNA (guanine-N2-)-methyltransferase activity	molecular_function	0	2	2	0.0	100.0	-0.124536785485	1.0	1.0
GO:0004594	pantothenate kinase activity	molecular_function	0	2	2	0.0	100.0	-0.124536785485	1.0	1.0
GO:0001518	voltage-gated sodium channel complex	cellular_component	0	2	2	0.0	100.0	-0.124536785485	1.0	1.0
GO:0006950	response to stress	biological_process	1	147	147	0.680272108844	100.0	-0.124772415352	0.6955	1.0
GO:0046128	purine ribonucleoside metabolic process	biological_process	0	3	3	0.0	100.0	-0.152534819593	1.0	1.0
GO:0042278	purine nucleoside metabolic process	biological_process	0	3	3	0.0	100.0	-0.152534819593	1.0	1.0
GO:0034062	RNA polymerase activity	molecular_function	0	3	3	0.0	100.0	-0.152534819593	1.0	1.0
GO:0033865	nucleoside bisphosphate metabolic process	biological_process	0	3	3	0.0	100.0	-0.152534819593	1.0	1.0
GO:0016709	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NADH or NADPH as one donor, and incorporation of one atom of oxygen	molecular_function	0	3	3	0.0	100.0	-0.152534819593	1.0	1.0
GO:0015937	coenzyme A biosynthetic process	biological_process	0	3	3	0.0	100.0	-0.152534819593	1.0	1.0
GO:0015936	coenzyme A metabolic process	biological_process	0	3	3	0.0	100.0	-0.152534819593	1.0	1.0
GO:0005672	transcription factor TFIIA complex	cellular_component	0	3	3	0.0	100.0	-0.152534819593	1.0	1.0
GO:0005667	transcription factor complex	cellular_component	0	3	3	0.0	100.0	-0.152534819593	1.0	1.0
GO:0004499	flavin-containing monooxygenase activity	molecular_function	0	3	3	0.0	100.0	-0.152534819593	1.0	1.0
GO:0004497	monooxygenase activity	molecular_function	0	3	3	0.0	100.0	-0.152534819593	1.0	1.0
GO:0003899	DNA-directed RNA polymerase activity	molecular_function	0	3	3	0.0	100.0	-0.152534819593	1.0	1.0
GO:0003896	DNA primase activity	molecular_function	0	3	3	0.0	100.0	-0.152534819593	1.0	1.0
GO:0040029	regulation of gene expression, epigenetic	biological_process	0	4	4	0.0	100.0	-0.176142467417	1.0	1.0
GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	molecular_function	0	4	4	0.0	100.0	-0.176142467417	1.0	1.0
GO:0015020	glucuronosyltransferase activity	molecular_function	0	4	4	0.0	100.0	-0.176142467417	1.0	1.0
GO:0015018	galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity	molecular_function	0	4	4	0.0	100.0	-0.176142467417	1.0	1.0
GO:0008194	UDP-glycosyltransferase activity	molecular_function	0	4	4	0.0	100.0	-0.176142467417	1.0	1.0
GO:0006306	DNA methylation	biological_process	0	4	4	0.0	100.0	-0.176142467417	1.0	1.0
GO:0006305	DNA alkylation	biological_process	0	4	4	0.0	100.0	-0.176142467417	1.0	1.0
GO:0006304	DNA modification	biological_process	0	4	4	0.0	100.0	-0.176142467417	1.0	1.0
GO:0060090	binding, bridging	molecular_function	0	5	5	0.0	100.0	-0.196944927606	1.0	1.0
GO:0033170	protein-DNA loading ATPase activity	molecular_function	0	5	5	0.0	100.0	-0.196944927606	1.0	1.0
GO:0030674	protein binding, bridging	molecular_function	0	5	5	0.0	100.0	-0.196944927606	1.0	1.0
GO:0005663	DNA replication factor C complex	cellular_component	0	5	5	0.0	100.0	-0.196944927606	1.0	1.0
GO:0003689	DNA clamp loader activity	molecular_function	0	5	5	0.0	100.0	-0.196944927606	1.0	1.0
GO:0016788	hydrolase activity, acting on ester bonds	molecular_function	1	159	159	0.62893081761	100.0	-0.204652523371	0.7085	1.0
GO:0072528	pyrimidine-containing compound biosynthetic process	biological_process	0	6	6	0.0	100.0	-0.215755136411	1.0	1.0
GO:0072527	pyrimidine-containing compound metabolic process	biological_process	0	6	6	0.0	100.0	-0.215755136411	1.0	1.0
GO:0046131	pyrimidine ribonucleoside metabolic process	biological_process	0	6	6	0.0	100.0	-0.215755136411	1.0	1.0
GO:0046051	UTP metabolic process	biological_process	0	6	6	0.0	100.0	-0.215755136411	1.0	1.0
GO:0046039	GTP metabolic process	biological_process	0	6	6	0.0	100.0	-0.215755136411	1.0	1.0
GO:0046036	CTP metabolic process	biological_process	0	6	6	0.0	100.0	-0.215755136411	1.0	1.0
GO:0031167	rRNA methylation	biological_process	0	6	6	0.0	100.0	-0.215755136411	1.0	1.0
GO:0016776	phosphotransferase activity, phosphate group as acceptor	molecular_function	0	6	6	0.0	100.0	-0.215755136411	1.0	1.0
GO:0016072	rRNA metabolic process	biological_process	0	6	6	0.0	100.0	-0.215755136411	1.0	1.0
GO:0009451	RNA modification	biological_process	0	6	6	0.0	100.0	-0.215755136411	1.0	1.0
GO:0009220	pyrimidine ribonucleotide biosynthetic process	biological_process	0	6	6	0.0	100.0	-0.215755136411	1.0	1.0
GO:0009218	pyrimidine ribonucleotide metabolic process	biological_process	0	6	6	0.0	100.0	-0.215755136411	1.0	1.0
GO:0009209	pyrimidine ribonucleoside triphosphate biosynthetic process	biological_process	0	6	6	0.0	100.0	-0.215755136411	1.0	1.0
GO:0009208	pyrimidine ribonucleoside triphosphate metabolic process	biological_process	0	6	6	0.0	100.0	-0.215755136411	1.0	1.0
GO:0009148	pyrimidine nucleoside triphosphate biosynthetic process	biological_process	0	6	6	0.0	100.0	-0.215755136411	1.0	1.0
GO:0009147	pyrimidine nucleoside triphosphate metabolic process	biological_process	0	6	6	0.0	100.0	-0.215755136411	1.0	1.0
GO:0008242	omega peptidase activity	molecular_function	0	6	6	0.0	100.0	-0.215755136411	1.0	1.0
GO:0008238	exopeptidase activity	molecular_function	0	6	6	0.0	100.0	-0.215755136411	1.0	1.0
GO:0006364	rRNA processing	biological_process	0	6	6	0.0	100.0	-0.215755136411	1.0	1.0
GO:0006241	CTP biosynthetic process	biological_process	0	6	6	0.0	100.0	-0.215755136411	1.0	1.0
GO:0006228	UTP biosynthetic process	biological_process	0	6	6	0.0	100.0	-0.215755136411	1.0	1.0
GO:0006221	pyrimidine nucleotide biosynthetic process	biological_process	0	6	6	0.0	100.0	-0.215755136411	1.0	1.0
GO:0006220	pyrimidine nucleotide metabolic process	biological_process	0	6	6	0.0	100.0	-0.215755136411	1.0	1.0
