Ensembl	symbol	KEGG
LOCMI04442	LOCMI04442	Drug metabolism - cytochrome P450:map00982
LOCMI15694	LOCMI15694	Drug metabolism - cytochrome P450:map00982
LOCMI15696	LOCMI15696	Drug metabolism - cytochrome P450:map00982
LOCMI15698	LOCMI15698	Drug metabolism - cytochrome P450:map00982
LOCMI08143	LOCMI08143	Drug metabolism - cytochrome P450:map00982
LOCMI15872	LOCMI15872	Biosynthesis of unsaturated fatty acids:map01040
LOCMI15512	LOCMI15512	Protein processing in endoplasmic reticulum:map04141
LOCMI14147	LOCMI14147	Protein processing in endoplasmic reticulum:map04141
LOCMI10612	LOCMI10612	Protein processing in endoplasmic reticulum:map04141
LOCMI00611	LOCMI00611	Protein processing in endoplasmic reticulum:map04141
LOCMI12559	LOCMI12559	Protein processing in endoplasmic reticulum:map04141
LOCMI03956	LOCMI03956	Protein processing in endoplasmic reticulum:map04141
LOCMI08002	LOCMI08002	Protein processing in endoplasmic reticulum:map04141
LOCMI01606	LOCMI01606	Protein processing in endoplasmic reticulum:map04141
LOCMI13545	LOCMI13545	Ribosome:map03010
LOCMI07886	LOCMI07886	Ribosome:map03010
LOCMI03326	LOCMI03326	Ribosome:map03010
LOCMI05114	LOCMI05114	Ribosome:map03010
LOCMI03823	LOCMI03823	Ribosome:map03010
LOCMI13397	LOCMI13397	Ribosome:map03010
LOCMI01249	LOCMI01249	Ribosome:map03010
LOCMI16282	LOCMI16282	Ribosome:map03010
LOCMI05551	LOCMI05551	Ribosome:map03010
LOCMI06694	LOCMI06694	Ribosome:map03010
LOCMI09756	LOCMI09756	Ribosome:map03010
LOCMI04836	LOCMI04836	Ribosome:map03010
LOCMI07471	LOCMI07471	Ribosome:map03010
LOCMI10600	LOCMI10600	Ribosome:map03010
LOCMI05642	LOCMI05642	Ribosome:map03010
LOCMI09605	LOCMI09605	Ribosome:map03010
LOCMI05931	LOCMI05931	Ribosome:map03010
LOCMI00680	LOCMI00680	Ribosome:map03010
LOCMI02613	LOCMI02613	Ribosome:map03010
LOCMI13626	LOCMI13626	Ribosome:map03010
LOCMI00502	LOCMI00502	Ribosome:map03010
LOCMI10269	LOCMI10269	Ribosome:map03010
LOCMI09539	LOCMI09539	Ribosome:map03010
LOCMI13355	LOCMI13355	Ribosome:map03010
LOCMI03768	LOCMI03768	Ribosome:map03010
LOCMI01674	LOCMI01674	Ribosome:map03010
LOCMI07458	LOCMI07458	Ribosome:map03010
LOCMI06222	LOCMI06222	Ribosome:map03010
LOCMI01110	LOCMI01110	Ribosome:map03010
LOCMI02690	LOCMI02690	Ribosome:map03010
LOCMI10036	LOCMI10036	Ribosome:map03010
LOCMI13842	LOCMI13842	Ribosome:map03010
LOCMI07867	LOCMI07867	Ribosome:map03010
LOCMI02068	LOCMI02068	Ribosome:map03010
LOCMI07012	LOCMI07012	Ribosome:map03010
LOCMI08559	LOCMI08559	Ribosome:map03010
LOCMI15205	LOCMI15205	Ribosome:map03010
LOCMI09269	LOCMI09269	Ribosome:map03010
LOCMI04863	LOCMI04863	Ribosome:map03010
LOCMI01469	LOCMI01469	Ribosome:map03010
LOCMI07300	LOCMI07300	Ribosome:map03010
LOCMI01789	LOCMI01789	Ribosome:map03010
LOCMI06322	LOCMI06322	Ribosome:map03010
LOCMI08029	LOCMI08029	Ribosome:map03010
LOCMI10621	LOCMI10621	Ribosome:map03010
LOCMI09316	LOCMI09316	Ribosome:map03010
LOCMI13569	LOCMI13569	Ribosome:map03010
LOCMI11496	LOCMI11496	Ribosome:map03010
LOCMI07539	LOCMI07539	Ribosome:map03010
LOCMI02121	LOCMI02121	Ribosome:map03010
LOCMI14819	LOCMI14819	Ribosome:map03010
LOCMI12288	LOCMI12288	Ribosome:map03010
LOCMI05567	LOCMI05567	Ribosome:map03010
LOCMI11190	LOCMI11190	Ribosome:map03010
LOCMI06257	LOCMI06257	Ribosome:map03010
LOCMI08528	LOCMI08528	Ribosome:map03010
LOCMI02563	LOCMI02563	Ribosome:map03010
LOCMI00130	LOCMI00130	Ribosome:map03010
LOCMI09731	LOCMI09731	Ribosome:map03010
LOCMI09637	LOCMI09637	Ribosome:map03010
LOCMI15434	LOCMI15434	Ribosome:map03010
LOCMI07717	LOCMI07717	Ribosome:map03010
LOCMI11068	LOCMI11068	Ribosome:map03010
LOCMI02239	LOCMI02239	Ribosome:map03010
LOCMI12362	LOCMI12362	Ribosome:map03010
LOCMI10394	LOCMI10394	Ribosome:map03010
LOCMI15814	LOCMI15814	Pentose and glucuronate interconversions:map00040
LOCMI07111	LOCMI07111	Pentose and glucuronate interconversions:map00040
LOCMI14147	LOCMI14147	Nucleotide excision repair:map03420
LOCMI14842	LOCMI14842	Nucleotide excision repair:map03420
LOCMI02525	LOCMI02525	Nucleotide excision repair:map03420
LOCMI08026	LOCMI08026	Nucleotide excision repair:map03420
LOCMI07939	LOCMI07939	Nucleotide excision repair:map03420
LOCMI14004	LOCMI14004	Carbon metabolism:map01200
LOCMI16039	LOCMI16039	Carbon metabolism:map01200
LOCMI15967	LOCMI15967	Carbon metabolism:map01200
LOCMI05700	LOCMI05700	Lysine degradation:map00310
LOCMI04328	LOCMI04328	Phosphatidylinositol signaling system:map04070
LOCMI11986	LOCMI11986	Ribosome biogenesis in eukaryotes:map03008
LOCMI09247	LOCMI09247	Ribosome biogenesis in eukaryotes:map03008
LOCMI14004	LOCMI14004	Alanine, aspartate and glutamate metabolism:map00250
LOCMI15894	LOCMI15894	Phagosome:map04145
LOCMI10612	LOCMI10612	Phagosome:map04145
LOCMI00611	LOCMI00611	Phagosome:map04145
LOCMI15865	LOCMI15865	Phagosome:map04145
LOCMI09660	LOCMI09660	Phagosome:map04145
LOCMI16102	LOCMI16102	Phagosome:map04145
LOCMI05568	LOCMI05568	Phagosome:map04145
LOCMI14147	LOCMI14147	Ubiquitin mediated proteolysis:map04120
LOCMI14700	LOCMI14700	Ubiquitin mediated proteolysis:map04120
LOCMI02948	LOCMI02948	Ubiquitin mediated proteolysis:map04120
LOCMI08002	LOCMI08002	Ubiquitin mediated proteolysis:map04120
LOCMI11311	LOCMI11311	Ubiquitin mediated proteolysis:map04120
LOCMI17269	LOCMI17269	Spliceosome:map03040
LOCMI17308	LOCMI17308	Spliceosome:map03040
LOCMI17142	LOCMI17142	Spliceosome:map03040
LOCMI17317	LOCMI17317	Spliceosome:map03040
LOCMI17236	LOCMI17236	Spliceosome:map03040
LOCMI16809	LOCMI16809	Spliceosome:map03040
LOCMI17202	LOCMI17202	Spliceosome:map03040
LOCMI17156	LOCMI17156	Spliceosome:map03040
LOCMI17330	LOCMI17330	Spliceosome:map03040
LOCMI17215	LOCMI17215	Spliceosome:map03040
LOCMI17058	LOCMI17058	Spliceosome:map03040
LOCMI17197	LOCMI17197	Spliceosome:map03040
LOCMI14004	LOCMI14004	Glycine, serine and threonine metabolism:map00260
LOCMI15814	LOCMI15814	Galactose metabolism:map00052
LOCMI14004	LOCMI14004	Peroxisome:map04146
LOCMI16255	LOCMI16255	Peroxisome:map04146
LOCMI16252	LOCMI16252	Peroxisome:map04146
LOCMI12838	LOCMI12838	Peroxisome:map04146
LOCMI15707	LOCMI15707	Metabolism of xenobiotics by cytochrome P450:map00980
LOCMI04442	LOCMI04442	Metabolism of xenobiotics by cytochrome P450:map00980
LOCMI15694	LOCMI15694	Metabolism of xenobiotics by cytochrome P450:map00980
LOCMI15696	LOCMI15696	Metabolism of xenobiotics by cytochrome P450:map00980
LOCMI15698	LOCMI15698	Metabolism of xenobiotics by cytochrome P450:map00980
LOCMI08143	LOCMI08143	Metabolism of xenobiotics by cytochrome P450:map00980
LOCMI07111	LOCMI07111	Metabolism of xenobiotics by cytochrome P450:map00980
LOCMI03230	LOCMI03230	Pyrimidine metabolism:map00240
LOCMI14842	LOCMI14842	Pyrimidine metabolism:map00240
LOCMI13140	LOCMI13140	Pyrimidine metabolism:map00240
LOCMI09384	LOCMI09384	Pyrimidine metabolism:map00240
LOCMI10439	LOCMI10439	Pyrimidine metabolism:map00240
LOCMI04128	LOCMI04128	Pyrimidine metabolism:map00240
LOCMI00523	LOCMI00523	Pyrimidine metabolism:map00240
LOCMI07554	LOCMI07554	Pyrimidine metabolism:map00240
LOCMI14696	LOCMI14696	N-Glycan biosynthesis:map00510
LOCMI01606	LOCMI01606	N-Glycan biosynthesis:map00510
LOCMI02525	LOCMI02525	Homologous recombination:map03440
LOCMI08026	LOCMI08026	Homologous recombination:map03440
LOCMI03230	LOCMI03230	Glutathione metabolism:map00480
LOCMI15707	LOCMI15707	Glutathione metabolism:map00480
LOCMI04442	LOCMI04442	Glutathione metabolism:map00480
LOCMI15694	LOCMI15694	Glutathione metabolism:map00480
LOCMI15696	LOCMI15696	Glutathione metabolism:map00480
LOCMI15698	LOCMI15698	Glutathione metabolism:map00480
LOCMI08143	LOCMI08143	Glutathione metabolism:map00480
LOCMI10443	LOCMI10443	Sulfur metabolism:map00920
LOCMI08091	LOCMI08091	Endocytosis:map04144
LOCMI05568	LOCMI05568	SNARE interactions in vesicular transport:map04130
LOCMI00119	LOCMI00119	Porphyrin and chlorophyll metabolism:map00860
LOCMI10612	LOCMI10612	Protein export:map03060
LOCMI04853	LOCMI04853	Protein export:map03060
LOCMI09429	LOCMI09429	Protein export:map03060
LOCMI00915	LOCMI00915	Protein export:map03060
LOCMI00449	LOCMI00449	Riboflavin metabolism:map00740
LOCMI14842	LOCMI14842	DNA replication:map03030
LOCMI02525	LOCMI02525	DNA replication:map03030
LOCMI08026	LOCMI08026	DNA replication:map03030
LOCMI07939	LOCMI07939	DNA replication:map03030
LOCMI03230	LOCMI03230	Purine metabolism:map00230
LOCMI14842	LOCMI14842	Purine metabolism:map00230
LOCMI13140	LOCMI13140	Purine metabolism:map00230
LOCMI09384	LOCMI09384	Purine metabolism:map00230
LOCMI10439	LOCMI10439	Purine metabolism:map00230
LOCMI12445	LOCMI12445	Purine metabolism:map00230
LOCMI14604	LOCMI14604	Purine metabolism:map00230
LOCMI00523	LOCMI00523	Purine metabolism:map00230
LOCMI08755	LOCMI08755	Basal transcription factors:map03022
LOCMI09247	LOCMI09247	Basal transcription factors:map03022
LOCMI16809	LOCMI16809	mRNA surveillance pathway:map03015
LOCMI02616	LOCMI02616	mRNA surveillance pathway:map03015
LOCMI17197	LOCMI17197	mRNA surveillance pathway:map03015
LOCMI14842	LOCMI14842	Base excision repair:map03410
LOCMI06203	LOCMI06203	Base excision repair:map03410
LOCMI07939	LOCMI07939	Base excision repair:map03410
LOCMI16274	LOCMI16274	Phenylalanine metabolism:map00360
LOCMI15814	LOCMI15814	Glycerolipid metabolism:map00561
LOCMI02525	LOCMI02525	Fanconi anemia pathway:map03460
LOCMI08026	LOCMI08026	Fanconi anemia pathway:map03460
LOCMI14004	LOCMI14004	Glyoxylate and dicarboxylate metabolism:map00630
LOCMI07118	LOCMI07118	mTOR signaling pathway:map04150
LOCMI06696	LOCMI06696	Pyruvate metabolism:map00620
LOCMI15814	LOCMI15814	Pyruvate metabolism:map00620
LOCMI04128	LOCMI04128	One carbon pool by folate:map00670
LOCMI15872	LOCMI15872	Fatty acid metabolism:map01212
LOCMI04328	LOCMI04328	Phototransduction - fly:map04745
LOCMI17317	LOCMI17317	RNA degradation:map03018
LOCMI17156	LOCMI17156	RNA degradation:map03018
LOCMI15967	LOCMI15967	Propanoate metabolism:map00640
LOCMI16954	LOCMI16954	Arachidonic acid metabolism:map00590
LOCMI03247	LOCMI03247	Arachidonic acid metabolism:map00590
LOCMI16039	LOCMI16039	Citrate cycle (TCA cycle):map00020
LOCMI15967	LOCMI15967	Citrate cycle (TCA cycle):map00020
LOCMI13140	LOCMI13140	RNA polymerase:map03020
LOCMI09384	LOCMI09384	RNA polymerase:map03020
LOCMI10439	LOCMI10439	RNA polymerase:map03020
LOCMI16121	LOCMI16121	Notch signaling pathway:map04330
LOCMI09216	LOCMI09216	RNA transport:map03013
LOCMI02948	LOCMI02948	RNA transport:map03013
LOCMI16809	LOCMI16809	RNA transport:map03013
LOCMI11986	LOCMI11986	RNA transport:map03013
LOCMI17197	LOCMI17197	RNA transport:map03013
LOCMI10141	LOCMI10141	Proteasome:map03050
LOCMI00924	LOCMI00924	Proteasome:map03050
LOCMI02554	LOCMI02554	Proteasome:map03050
LOCMI01417	LOCMI01417	Proteasome:map03050
LOCMI10952	LOCMI10952	Proteasome:map03050
LOCMI02056	LOCMI02056	Proteasome:map03050
LOCMI15334	LOCMI15334	Proteasome:map03050
LOCMI14147	LOCMI14147	Wnt signaling pathway:map04310
LOCMI02525	LOCMI02525	Mismatch repair:map03430
LOCMI08026	LOCMI08026	Mismatch repair:map03430
LOCMI07939	LOCMI07939	Mismatch repair:map03430
LOCMI14147	LOCMI14147	TGF-beta signaling pathway:map04350
