GO-Elite ORA Results
File:
Table:
colors:
1/13/2015
Locusta migratoria
Pvalues = true
Calculation Summary:
616 Ensembl source identifiers supplied in the input file:G5-VS-S5.down.txt
616 source identifiers meeting the filter linked to a Ensembl ID.
206 genes meeting the criterion linked to a term.
8861 source identifiers in this dataset.
8861 source identifiers linked to a Ensembl ID.
2427 Genes linked to a term.
The z score is based on an N of 2427 and a R of 206 distinct genes in all terms.

Gene-Set Name	Number Changed	Number Measured	Number in Gene-Set	Percent Changed	Percent Present	Z Score	PermuteP	AdjustedP
Phenylalanine metabolism:map00360	1	18	18	5.55555555556	100.0	-0.447952521961	0.517	0.7095
RNA polymerase:map03020	2	32	32	6.25	100.0	-0.457150851344	0.672	0.794548672566
N-Glycan biosynthesis:map00510	2	32	32	6.25	100.0	-0.457150851344	0.6865	0.794548672566
Citrate cycle (TCA cycle):map00020	2	33	33	6.06060606061	100.0	-0.503633634779	0.6925	0.794548672566
Valine, leucine and isoleucine biosynthesis:map00290	0	3	3	0.0	100.0	-0.527714525939	1.0	1.0
Thiamine metabolism:map00730	0	3	3	0.0	100.0	-0.527714525939	1.0	1.0
Regulation of autophagy:map04140	1	20	20	5.0	100.0	-0.561877218641	0.5	0.701086956522
Riboflavin metabolism:map00740	0	4	4	0.0	100.0	-0.609477977586	1.0	1.0
Glycosphingolipid biosynthesis - lacto and neolacto series:map00601	0	4	4	0.0	100.0	-0.609477977586	1.0	1.0
ECM-receptor interaction:map04512	1	21	21	4.7619047619	100.0	-0.615183976023	0.542	0.7283125
Arachidonic acid metabolism:map00590	1	22	22	4.54545454545	100.0	-0.66637811892	0.5535	0.728586734694
Phenylalanine, tyrosine and tryptophan biosynthesis:map00400	0	5	5	0.0	100.0	-0.681557752216	1.0	1.0
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate:map00532	0	5	5	0.0	100.0	-0.681557752216	1.0	1.0
Fatty acid biosynthesis:map00061	0	6	6	0.0	100.0	-0.746763288707	0.7055	0.798328947368
Dorso-ventral axis formation:map04320	1	24	24	4.16666666667	100.0	-0.763199747649	0.3965	0.638327586207
Nucleotide excision repair:map03420	2	40	40	5.0	100.0	-0.79793636396	0.54	0.7283125
Cyanoamino acid metabolism:map00460	0	7	7	0.0	100.0	-0.806763174498	0.6955	0.794548672566
Base excision repair:map03410	1	25	25	4.0	100.0	-0.809149265574	0.3835	0.638327586207
Taurine and hypotaurine metabolism:map00430	0	8	8	0.0	100.0	-0.862644362505	0.6645	0.794548672566
Sulfur metabolism:map00920	0	8	8	0.0	100.0	-0.862644362505	0.6745	0.794548672566
Mucin type O-glycan biosynthesis:map00512	0	8	8	0.0	100.0	-0.862644362505	0.6635	0.794548672566
Linoleic acid metabolism:map00591	0	8	8	0.0	100.0	-0.862644362505	0.6655	0.794548672566
Circadian rhythm - fly:map04711	0	8	8	0.0	100.0	-0.862644362505	0.673	0.794548672566
Alanine, aspartate and glutamate metabolism:map00250	1	27	27	3.7037037037	100.0	-0.896783380236	0.4115	0.638327586207
Non-homologous end-joining:map03450	0	9	9	0.0	100.0	-0.915161698434	0.6535	0.794548672566
Cysteine and methionine metabolism:map00270	1	28	29	3.57142857143	96.5517241379	-0.938684928259	0.4175	0.638327586207
Ubiquitin mediated proteolysis:map04120	6	102	102	5.88235294118	100.0	-0.964463194595	0.4725	0.67725
Pantothenate and CoA biosynthesis:map00770	0	10	10	0.0	100.0	-0.964864669194	0.6265	0.794548672566
Ubiquinone and other terpenoid-quinone biosynthesis:map00130	0	11	11	0.0	100.0	-1.01216800919	0.628	0.794548672566
Glycosaminoglycan biosynthesis - heparan sulfate / heparin:map00534	0	11	11	0.0	100.0	-1.01216800919	0.641	0.794548672566
Glycerophospholipid metabolism:map00564	2	47	47	4.25531914894	100.0	-1.05115645777	0.423	0.638327586207
Fanconi anemia pathway:map03460	1	31	31	3.22580645161	100.0	-1.05778829446	0.3075	0.566678571429
Neuroactive ligand-receptor interaction:map04080	2	48	48	4.16666666667	100.0	-1.08475804649	0.3575	0.623209459459
Other types of O-glycan biosynthesis:map00514	0	13	13	0.0	100.0	-1.1007983564	0.4475	0.648623595506
Nicotinate and nicotinamide metabolism:map00760	0	13	13	0.0	100.0	-1.1007983564	0.4305	0.638327586207
mTOR signaling pathway:map04150	1	34	34	2.94117647059	100.0	-1.1684432214	0.293	0.555838235294
One carbon pool by folate:map00670	0	15	15	0.0	100.0	-1.18293724805	0.4215	0.638327586207
MAPK signaling pathway - fly:map04013	0	15	15	0.0	100.0	-1.18293724805	0.426	0.638327586207
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:map00563	0	15	15	0.0	100.0	-1.18293724805	0.424	0.638327586207
Pyrimidine metabolism:map00240	4	83	83	4.81927710843	100.0	-1.22001198578	0.3305	0.584917808219
Hedgehog signaling pathway:map04340	0	17	17	0.0	100.0	-1.25985530364	0.422	0.638327586207
Ether lipid metabolism:map00565	0	17	17	0.0	100.0	-1.25985530364	0.413	0.638327586207
Jak-STAT signaling pathway:map04630	0	18	18	0.0	100.0	-1.29664945467	0.319	0.579591549296
Inositol phosphate metabolism:map00562	1	38	38	2.63157894737	100.0	-1.30530443289	0.227	0.48805
Phototransduction - fly:map04745	0	19	19	0.0	100.0	-1.33245726276	0.2845	0.555470149254
ABC transporters:map02010	0	20	20	0.0	100.0	-1.36735625564	0.2885	0.555470149254
Notch signaling pathway:map04330	0	21	21	0.0	100.0	-1.4014143656	0.2685	0.5411953125
Proteasome:map03050	1	42	42	2.38095238095	100.0	-1.4322143727	0.172	0.426692307692
Mismatch repair:map03430	0	22	22	0.0	100.0	-1.43469151304	0.2495	0.520161290323
Aminoacyl-tRNA biosynthesis:map00970	1	43	43	2.32558139535	100.0	-1.46261042655	0.18	0.436254545455
Homologous recombination:map03440	0	24	24	0.0	100.0	-1.49910987381	0.2055	0.449313559322
RNA transport:map03013	5	117	117	4.2735042735	100.0	-1.67619244563	0.172	0.426692307692
FoxO signaling pathway:map04068	1	54	54	1.85185185185	100.0	-1.76913604013	0.093	0.260804347826
DNA replication:map03030	0	36	36	0.0	100.0	-1.84062870857	0.079	0.237
Phosphatidylinositol signaling system:map04070	0	40	40	0.0	100.0	-1.94181796782	0.071	0.223390243902
Hippo signaling pathway -fly:map04391	0	44	44	0.0	100.0	-2.03830442006	0.053	0.195342857143
Endocytosis:map04144	2	86	86	2.32558139535	100.0	-2.0873538707	0.057	0.20425
mRNA surveillance pathway:map03015	0	65	65	0.0	100.0	-2.48840726641	0.0095	0.0471346153846
