Ontology-ID	Ontology Name	Ontology Type	Number Changed	Number Measured	Number in Ontology	Percent Changed	Percent Present	Z Score	PermuteP	AdjustedP	redundant with terms	inverse redundant	gene symbols
GO:0005506	iron ion binding	molecular_function	25	174	174	14.367816092	100.0	3.90754341371	0.0	0.0045873015873	 	tetrapyrrole binding	LOCMI01827|LOCMI02150|LOCMI04667|LOCMI07182|LOCMI13149|LOCMI15172|LOCMI16126|LOCMI16132|LOCMI16135|LOCMI16154|LOCMI16160|LOCMI16163|LOCMI16170|LOCMI16184|LOCMI16194|LOCMI16195|LOCMI16199|LOCMI16200|LOCMI16207|LOCMI16214|LOCMI16217|LOCMI16224|LOCMI16225|LOCMI16226|LOCMI16873
GO:0009628	response to abiotic stimulus	biological_process	4	11	11	36.3636363636	100.0	3.84819684781	0.0035	0.0215212765957	 	 	LOCMI00142|LOCMI05827|LOCMI15510|LOCMI16352
GO:0046906	tetrapyrrole binding	molecular_function	24	167	167	14.371257485	100.0	3.82828748182	0.0	0.0045873015873	iron ion binding	 	LOCMI01827|LOCMI04667|LOCMI07182|LOCMI13149|LOCMI15172|LOCMI16126|LOCMI16132|LOCMI16135|LOCMI16154|LOCMI16160|LOCMI16163|LOCMI16170|LOCMI16184|LOCMI16194|LOCMI16195|LOCMI16199|LOCMI16200|LOCMI16207|LOCMI16214|LOCMI16217|LOCMI16224|LOCMI16225|LOCMI16226|LOCMI16873
GO:0008289	lipid binding	molecular_function	11	58	58	18.9655172414	100.0	3.62427788113	0.0025	0.0168023255814	 	 	LOCMI00043|LOCMI00208|LOCMI00493|LOCMI03788|LOCMI03790|LOCMI03791|LOCMI04395|LOCMI09120|LOCMI11326|LOCMI13327|LOCMI13554
GO:0003735	structural constituent of ribosome	molecular_function	24	176	176	13.6363636364	100.0	3.54415988898	0.001	0.00760526315789	cytoplasm|cytoplasmic part|translation	 	LOCMI00130|LOCMI00680|LOCMI01704|LOCMI01789|LOCMI02250|LOCMI02563|LOCMI03823|LOCMI04836|LOCMI05114|LOCMI05618|LOCMI06257|LOCMI06322|LOCMI07012|LOCMI08029|LOCMI08528|LOCMI09135|LOCMI09269|LOCMI09452|LOCMI09779|LOCMI10353|LOCMI12362|LOCMI13545|LOCMI13563|LOCMI13987
GO:0045454	cell redox homeostasis	biological_process	7	31	31	22.5806451613	100.0	3.4396489028	0.0045	0.0268144329897	electron carrier activity|oxidoreductase activity	organic ether metabolic process	LOCMI04589|LOCMI04886|LOCMI07523|LOCMI08784|LOCMI09249|LOCMI13438|LOCMI16713
GO:0019239	deaminase activity	molecular_function	3	8	9	37.5	88.8888888889	3.40782553336	0.0145	0.0659921259843	 	 	LOCMI07686|LOCMI13010|LOCMI17133
GO:0043933	macromolecular complex subunit organization	biological_process	8	44	44	18.1818181818	100.0	2.9487843267	0.01	0.0481666666667	cellular component assembly	cellular component assembly	LOCMI03091|LOCMI03396|LOCMI06399|LOCMI09724|LOCMI10225|LOCMI10395|LOCMI13837|LOCMI14534
GO:0022607	cellular component assembly	biological_process	8	44	44	18.1818181818	100.0	2.9487843267	0.01	0.0481666666667	macromolecular complex subunit organization	macromolecular complex subunit organization	LOCMI03091|LOCMI03396|LOCMI06399|LOCMI09724|LOCMI10225|LOCMI10395|LOCMI13837|LOCMI14534
GO:0006605	protein targeting	biological_process	4	17	17	23.5294117647	100.0	2.69928612662	0.027	0.116462686567	 	 	LOCMI00016|LOCMI03203|LOCMI10612|LOCMI12559
GO:0005737	cytoplasm	cellular_component	60	634	634	9.46372239748	100.0	2.61821205177	0.0115	0.053176	 	cytoplasmic part|structural constituent of ribosome	LOCMI00016|LOCMI00130|LOCMI00230|LOCMI00611|LOCMI00680|LOCMI00915|LOCMI01517|LOCMI01704|LOCMI01789|LOCMI02250|LOCMI02563|LOCMI03103|LOCMI03203|LOCMI03777|LOCMI03823|LOCMI03862|LOCMI04416|LOCMI04836|LOCMI05114|LOCMI05618|LOCMI06257|LOCMI06322|LOCMI06429|LOCMI07006|LOCMI07012|LOCMI08029|LOCMI08528|LOCMI09094|LOCMI09135|LOCMI09249|LOCMI09269|LOCMI09452|LOCMI09779|LOCMI09944|LOCMI10153|LOCMI10353|LOCMI10636|LOCMI10998|LOCMI11763|LOCMI12362|LOCMI12559|LOCMI13327|LOCMI13438|LOCMI13545|LOCMI13553|LOCMI13563|LOCMI13987|LOCMI14407|LOCMI14420|LOCMI14699|LOCMI15714|LOCMI15809|LOCMI15853|LOCMI15913|LOCMI15933|LOCMI15961|LOCMI15976|LOCMI16100|LOCMI16102|LOCMI17116
GO:0006412	translation	biological_process	30	289	289	10.3806228374	100.0	2.35464572912	0.022	0.0978153846154	 	structural constituent of ribosome	LOCMI00130|LOCMI00680|LOCMI01704|LOCMI01789|LOCMI02250|LOCMI02303|LOCMI02563|LOCMI03823|LOCMI04836|LOCMI05114|LOCMI05618|LOCMI06257|LOCMI06322|LOCMI06429|LOCMI07012|LOCMI07650|LOCMI08029|LOCMI08528|LOCMI09094|LOCMI09135|LOCMI09269|LOCMI09452|LOCMI09779|LOCMI10353|LOCMI12329|LOCMI12362|LOCMI13545|LOCMI13563|LOCMI13987|LOCMI14699
GO:0044271	cellular nitrogen compound biosynthetic process	biological_process	13	106	107	12.2641509434	99.0654205607	2.17894479896	0.0305	0.127746376812	heterocycle biosynthetic process	heterocycle biosynthetic process	LOCMI08135|LOCMI08345|LOCMI09250|LOCMI14720|LOCMI15172|LOCMI15783|LOCMI15816|LOCMI15894|LOCMI15986|LOCMI16049|LOCMI16066|LOCMI16100|LOCMI17133
GO:0018130	heterocycle biosynthetic process	biological_process	13	106	107	12.2641509434	99.0654205607	2.17894479896	0.0305	0.127746376812	cellular nitrogen compound biosynthetic process	cellular nitrogen compound biosynthetic process	LOCMI08135|LOCMI08345|LOCMI09250|LOCMI14720|LOCMI15172|LOCMI15783|LOCMI15816|LOCMI15894|LOCMI15986|LOCMI16049|LOCMI16066|LOCMI16100|LOCMI17133
